Case_N,Domain,Metric,Mean,STD
10,liver_metastases,TSR,74.125,33.416
10,liver_metastases,Exact_Match_P,0.375,0.484
10,extrahepatic_disease,TSR,16.8,7.6
10,extrahepatic_disease,Exact_Match_P,0.0,0.0
10,imaging,TSR,100.0,0.0
10,imaging,Exact_Match_P,1.0,0.0
10,systemic_therapy,TSR,93.75,10.825
10,systemic_therapy,Exact_Match_P,0.875,0.217
10,surgical_planning,TSR,69.333,29.227
10,surgical_planning,Exact_Match_P,0.333,0.471
11,tumor_biology,TSR,100.0,0.0
11,tumor_biology,Exact_Match_P,1.0,0.0
11,primary_tumor_status,TSR,86.0,28.0
11,primary_tumor_status,Exact_Match_P,0.8,0.4
11,liver_metastases,TSR,82.5,30.311
11,liver_metastases,Exact_Match_P,0.625,0.484
11,extrahepatic_disease,TSR,34.2,33.713
11,extrahepatic_disease,Exact_Match_P,0.2,0.4
11,imaging,TSR,100.0,0.0
11,imaging,Exact_Match_P,0.889,0.157
11,systemic_therapy,TSR,98.0,3.464
11,systemic_therapy,Exact_Match_P,0.875,0.217
11,surgical_planning,TSR,73.0,30.735
11,surgical_planning,Exact_Match_P,0.5,0.408
12,tumor_biology,TSR,38.5,37.239
12,tumor_biology,Exact_Match_P,0.25,0.433
12,primary_tumor_status,TSR,82.5,30.311
12,primary_tumor_status,Exact_Match_P,0.75,0.433
12,liver_metastases,TSR,81.5,32.105
12,liver_metastases,Exact_Match_P,0.75,0.433
12,extrahepatic_disease,TSR,16.8,7.6
12,extrahepatic_disease,Exact_Match_P,0.0,0.0
12,imaging,TSR,100.0,0.0
12,imaging,Exact_Match_P,1.0,0.0
12,systemic_therapy,TSR,93.75,10.825
12,systemic_therapy,Exact_Match_P,0.875,0.217
12,surgical_planning,TSR,24.667,18.355
12,surgical_planning,Exact_Match_P,0.0,0.0
13,tumor_biology,TSR,58.75,43.066
13,tumor_biology,Exact_Match_P,0.5,0.5
13,primary_tumor_status,TSR,34.6,33.29
13,primary_tumor_status,Exact_Match_P,0.2,0.4
13,liver_metastases,TSR,71.75,36.762
13,liver_metastases,Exact_Match_P,0.625,0.484
13,extrahepatic_disease,TSR,16.8,7.6
13,extrahepatic_disease,Exact_Match_P,0.0,0.0
13,imaging,TSR,74.444,36.141
13,imaging,Exact_Match_P,0.667,0.471
13,systemic_therapy,TSR,100.0,0.0
13,systemic_therapy,Exact_Match_P,1.0,0.0
13,surgical_planning,TSR,100.0,0.0
13,surgical_planning,Exact_Match_P,1.0,0.0
14,tumor_biology,TSR,84.5,26.847
14,tumor_biology,Exact_Match_P,0.75,0.433
14,primary_tumor_status,TSR,37.6,32.228
14,primary_tumor_status,Exact_Match_P,0.2,0.4
14,liver_metastases,TSR,70.125,39.561
14,liver_metastases,Exact_Match_P,0.5,0.5
14,extrahepatic_disease,TSR,80.0,40.0
14,extrahepatic_disease,Exact_Match_P,0.8,0.4
14,imaging,TSR,68.111,27.921
14,imaging,Exact_Match_P,0.556,0.416
14,systemic_therapy,TSR,76.5,32.136
14,systemic_therapy,Exact_Match_P,0.5,0.5
14,surgical_planning,TSR,58.0,30.243
14,surgical_planning,Exact_Match_P,0.333,0.471
15,tumor_biology,TSR,75.0,43.301
15,tumor_biology,Exact_Match_P,0.75,0.433
15,primary_tumor_status,TSR,100.0,0.0
15,primary_tumor_status,Exact_Match_P,1.0,0.0
15,liver_metastases,TSR,81.5,32.105
15,liver_metastases,Exact_Match_P,0.75,0.433
15,extrahepatic_disease,TSR,16.8,7.6
15,extrahepatic_disease,Exact_Match_P,0.0,0.0
15,imaging,TSR,73.333,37.712
15,imaging,Exact_Match_P,0.667,0.471
15,systemic_therapy,TSR,76.5,32.136
15,systemic_therapy,Exact_Match_P,0.5,0.5
15,surgical_planning,TSR,43.333,41.899
15,surgical_planning,Exact_Match_P,0.333,0.471
16,tumor_biology,TSR,58.25,43.35
16,tumor_biology,Exact_Match_P,0.5,0.5
16,primary_tumor_status,TSR,30.0,35.009
16,primary_tumor_status,Exact_Match_P,0.2,0.4
16,liver_metastases,TSR,100.0,0.0
16,liver_metastases,Exact_Match_P,1.0,0.0
16,extrahepatic_disease,TSR,36.6,33.607
16,extrahepatic_disease,Exact_Match_P,0.2,0.4
16,imaging,TSR,100.0,0.0
16,imaging,Exact_Match_P,0.833,0.236
16,systemic_therapy,TSR,55.25,45.362
16,systemic_therapy,Exact_Match_P,0.5,0.5
16,surgical_planning,TSR,44.167,41.65
16,surgical_planning,Exact_Match_P,0.333,0.471
17,tumor_biology,TSR,82.5,30.311
17,tumor_biology,Exact_Match_P,0.75,0.433
17,primary_tumor_status,TSR,44.4,27.811
17,primary_tumor_status,Exact_Match_P,0.2,0.4
17,liver_metastases,TSR,80.125,34.751
17,liver_metastases,Exact_Match_P,0.75,0.433
17,extrahepatic_disease,TSR,86.4,27.2
17,extrahepatic_disease,Exact_Match_P,0.8,0.4
17,imaging,TSR,100.0,0.0
17,imaging,Exact_Match_P,0.889,0.157
17,systemic_therapy,TSR,55.5,36.266
17,systemic_therapy,Exact_Match_P,0.375,0.415
17,surgical_planning,TSR,66.667,47.14
17,surgical_planning,Exact_Match_P,0.667,0.471
18,tumor_biology,TSR,83.75,28.146
18,tumor_biology,Exact_Match_P,0.75,0.433
18,primary_tumor_status,TSR,100.0,0.0
18,primary_tumor_status,Exact_Match_P,1.0,0.0
18,liver_metastases,TSR,57.75,42.959
18,liver_metastases,Exact_Match_P,0.5,0.5
18,extrahepatic_disease,TSR,86.4,27.2
18,extrahepatic_disease,Exact_Match_P,0.8,0.4
18,imaging,TSR,100.0,0.0
18,imaging,Exact_Match_P,1.0,0.0
18,systemic_therapy,TSR,61.5,38.604
18,systemic_therapy,Exact_Match_P,0.5,0.5
18,surgical_planning,TSR,40.333,43.053
18,surgical_planning,Exact_Match_P,0.333,0.471
19,tumor_biology,TSR,82.5,30.311
19,tumor_biology,Exact_Match_P,0.75,0.433
19,primary_tumor_status,TSR,68.6,39.026
19,primary_tumor_status,Exact_Match_P,0.6,0.49
19,liver_metastases,TSR,80.25,34.503
19,liver_metastases,Exact_Match_P,0.75,0.433
19,extrahepatic_disease,TSR,86.4,27.2
19,extrahepatic_disease,Exact_Match_P,0.8,0.4
19,imaging,TSR,100.0,0.0
19,imaging,Exact_Match_P,0.889,0.157
19,systemic_therapy,TSR,100.0,0.0
19,systemic_therapy,Exact_Match_P,1.0,0.0
19,surgical_planning,TSR,58.0,33.892
19,surgical_planning,Exact_Match_P,0.5,0.408
20,tumor_biology,TSR,36.0,38.814
20,tumor_biology,Exact_Match_P,0.25,0.433
20,primary_tumor_status,TSR,69.8,37.29
20,primary_tumor_status,Exact_Match_P,0.6,0.49
20,liver_metastases,TSR,59.0,41.976
20,liver_metastases,Exact_Match_P,0.5,0.5
20,extrahepatic_disease,TSR,86.0,28.0
20,extrahepatic_disease,Exact_Match_P,0.8,0.4
20,imaging,TSR,52.0,34.564
20,imaging,Exact_Match_P,0.333,0.471
20,systemic_therapy,TSR,56.75,35.28
20,systemic_therapy,Exact_Match_P,0.375,0.415
20,surgical_planning,TSR,42.444,42.2
20,surgical_planning,Exact_Match_P,0.333,0.471
21,tumor_biology,TSR,40.75,36.561
21,tumor_biology,Exact_Match_P,0.25,0.433
21,primary_tumor_status,TSR,61.75,38.525
21,primary_tumor_status,Exact_Match_P,0.5,0.5
21,liver_metastases,TSR,91.25,23.15
21,liver_metastases,Exact_Match_P,0.75,0.433
21,extrahepatic_disease,TSR,38.6,31.57
21,extrahepatic_disease,Exact_Match_P,0.2,0.4
21,imaging,TSR,100.0,0.0
21,imaging,Exact_Match_P,0.889,0.157
21,systemic_therapy,TSR,78.0,27.785
21,systemic_therapy,Exact_Match_P,0.5,0.5
21,surgical_planning,TSR,58.889,42.716
21,surgical_planning,Exact_Match_P,0.556,0.416
22,tumor_biology,TSR,20.0,21.213
22,tumor_biology,Exact_Match_P,0.0,0.0
22,primary_tumor_status,TSR,86.4,27.2
22,primary_tumor_status,Exact_Match_P,0.8,0.4
22,liver_metastases,TSR,29.25,29.478
22,liver_metastases,Exact_Match_P,0.125,0.331
22,extrahepatic_disease,TSR,44.2,27.903
22,extrahepatic_disease,Exact_Match_P,0.2,0.4
22,imaging,TSR,24.444,7.857
22,imaging,Exact_Match_P,0.0,0.0
22,systemic_therapy,TSR,82.5,30.311
22,systemic_therapy,Exact_Match_P,0.75,0.433
22,surgical_planning,TSR,46.833,38.902
22,surgical_planning,Exact_Match_P,0.333,0.471
23,tumor_biology,TSR,33.75,40.831
23,tumor_biology,Exact_Match_P,0.25,0.433
23,primary_tumor_status,TSR,100.0,0.0
23,primary_tumor_status,Exact_Match_P,1.0,0.0
23,liver_metastases,TSR,74.125,33.416
23,liver_metastases,Exact_Match_P,0.375,0.484
23,extrahepatic_disease,TSR,49.0,42.867
23,extrahepatic_disease,Exact_Match_P,0.4,0.49
23,imaging,TSR,100.0,0.0
23,imaging,Exact_Match_P,0.833,0.236
23,systemic_therapy,TSR,100.0,0.0
23,systemic_therapy,Exact_Match_P,1.0,0.0
23,surgical_planning,TSR,100.0,0.0
23,surgical_planning,Exact_Match_P,1.0,0.0
24,tumor_biology,TSR,79.5,35.507
24,tumor_biology,Exact_Match_P,0.75,0.433
24,primary_tumor_status,TSR,65.2,42.621
24,primary_tumor_status,Exact_Match_P,0.6,0.49
24,liver_metastases,TSR,100.0,0.0
24,liver_metastases,Exact_Match_P,0.875,0.331
24,extrahepatic_disease,TSR,34.2,33.713
24,extrahepatic_disease,Exact_Match_P,0.2,0.4
24,imaging,TSR,100.0,0.0
24,imaging,Exact_Match_P,1.0,0.0
24,systemic_therapy,TSR,82.5,30.311
24,systemic_therapy,Exact_Match_P,0.75,0.433
24,surgical_planning,TSR,100.0,0.0
24,surgical_planning,Exact_Match_P,1.0,0.0
25,tumor_biology,TSR,38.5,37.239
25,tumor_biology,Exact_Match_P,0.25,0.433
25,primary_tumor_status,TSR,65.2,42.621
25,primary_tumor_status,Exact_Match_P,0.6,0.49
25,liver_metastases,TSR,91.5,22.489
25,liver_metastases,Exact_Match_P,0.875,0.331
25,extrahepatic_disease,TSR,44.0,28.0
25,extrahepatic_disease,Exact_Match_P,0.2,0.4
25,imaging,TSR,71.111,40.855
25,imaging,Exact_Match_P,0.667,0.471
25,systemic_therapy,TSR,100.0,0.0
25,systemic_therapy,Exact_Match_P,1.0,0.0
25,surgical_planning,TSR,55.833,33.327
25,surgical_planning,Exact_Match_P,0.444,0.416
26,tumor_biology,TSR,100.0,0.0
26,tumor_biology,Exact_Match_P,1.0,0.0
26,primary_tumor_status,TSR,100.0,0.0
26,primary_tumor_status,Exact_Match_P,1.0,0.0
26,liver_metastases,TSR,55.75,35.559
26,liver_metastases,Exact_Match_P,0.25,0.433
26,extrahepatic_disease,TSR,30.4,34.8
26,extrahepatic_disease,Exact_Match_P,0.2,0.4
26,imaging,TSR,100.0,0.0
26,imaging,Exact_Match_P,0.833,0.236
26,systemic_therapy,TSR,76.25,31.148
26,systemic_therapy,Exact_Match_P,0.625,0.415
26,surgical_planning,TSR,76.667,32.998
26,surgical_planning,Exact_Match_P,0.667,0.471
27,tumor_biology,TSR,32.5,40.85
27,tumor_biology,Exact_Match_P,0.25,0.433
27,primary_tumor_status,TSR,81.0,32.909
27,primary_tumor_status,Exact_Match_P,0.75,0.433
27,liver_metastases,TSR,75.5,32.168
27,liver_metastases,Exact_Match_P,0.375,0.484
27,extrahepatic_disease,TSR,45.2,44.995
27,extrahepatic_disease,Exact_Match_P,0.4,0.49
27,imaging,TSR,77.333,32.056
27,imaging,Exact_Match_P,0.667,0.471
27,systemic_therapy,TSR,81.75,31.61
27,systemic_therapy,Exact_Match_P,0.75,0.433
27,surgical_planning,TSR,18.333,13.123
27,surgical_planning,Exact_Match_P,0.0,0.0
28,tumor_biology,TSR,40.0,36.742
28,tumor_biology,Exact_Match_P,0.25,0.433
28,primary_tumor_status,TSR,82.6,34.8
28,primary_tumor_status,Exact_Match_P,0.8,0.4
28,liver_metastases,TSR,52.5,39.048
28,liver_metastases,Exact_Match_P,0.375,0.484
28,extrahepatic_disease,TSR,16.8,7.6
28,extrahepatic_disease,Exact_Match_P,0.0,0.0
28,imaging,TSR,100.0,0.0
28,imaging,Exact_Match_P,1.0,0.0
28,systemic_therapy,TSR,77.75,28.639
28,systemic_therapy,Exact_Match_P,0.625,0.415
28,surgical_planning,TSR,66.667,47.14
28,surgical_planning,Exact_Match_P,0.667,0.471
29,tumor_biology,TSR,41.25,36.465
29,tumor_biology,Exact_Match_P,0.25,0.433
29,primary_tumor_status,TSR,86.4,27.2
29,primary_tumor_status,Exact_Match_P,0.8,0.4
29,liver_metastases,TSR,93.5,17.197
29,liver_metastases,Exact_Match_P,0.875,0.331
29,extrahepatic_disease,TSR,14.2,10.225
29,extrahepatic_disease,Exact_Match_P,0.0,0.0
29,imaging,TSR,100.0,0.0
29,imaging,Exact_Match_P,1.0,0.0
29,systemic_therapy,TSR,81.0,32.909
29,systemic_therapy,Exact_Match_P,0.75,0.433
29,surgical_planning,TSR,76.667,32.998
29,surgical_planning,Exact_Match_P,0.667,0.471
30,tumor_biology,TSR,75.0,43.301
30,tumor_biology,Exact_Match_P,0.75,0.433
30,primary_tumor_status,TSR,78.25,37.672
30,primary_tumor_status,Exact_Match_P,0.75,0.433
30,liver_metastases,TSR,72.5,35.62
30,liver_metastases,Exact_Match_P,0.5,0.5
30,extrahepatic_disease,TSR,16.8,7.6
30,extrahepatic_disease,Exact_Match_P,0.0,0.0
30,imaging,TSR,88.889,15.713
30,imaging,Exact_Match_P,0.889,0.157
30,systemic_therapy,TSR,95.25,8.227
30,systemic_therapy,Exact_Match_P,0.875,0.217
30,surgical_planning,TSR,73.167,37.948
30,surgical_planning,Exact_Match_P,0.667,0.471
31,tumor_biology,TSR,82.5,30.311
31,tumor_biology,Exact_Match_P,0.75,0.433
31,primary_tumor_status,TSR,82.6,34.8
31,primary_tumor_status,Exact_Match_P,0.8,0.4
31,liver_metastases,TSR,76.25,31.051
31,liver_metastases,Exact_Match_P,0.625,0.484
31,extrahepatic_disease,TSR,100.0,0.0
31,extrahepatic_disease,Exact_Match_P,1.0,0.0
31,imaging,TSR,100.0,0.0
31,imaging,Exact_Match_P,1.0,0.0
31,systemic_therapy,TSR,100.0,0.0
31,systemic_therapy,Exact_Match_P,1.0,0.0
31,surgical_planning,TSR,100.0,0.0
31,surgical_planning,Exact_Match_P,1.0,0.0
32,tumor_biology,TSR,87.5,21.651
32,tumor_biology,Exact_Match_P,0.75,0.433
32,primary_tumor_status,TSR,100.0,0.0
32,primary_tumor_status,Exact_Match_P,1.0,0.0
32,liver_metastases,TSR,74.25,33.248
32,liver_metastases,Exact_Match_P,0.625,0.484
32,extrahepatic_disease,TSR,16.8,7.6
32,extrahepatic_disease,Exact_Match_P,0.0,0.0
32,imaging,TSR,100.0,0.0
32,imaging,Exact_Match_P,1.0,0.0
32,systemic_therapy,TSR,77.75,28.639
32,systemic_therapy,Exact_Match_P,0.625,0.415
32,surgical_planning,TSR,78.667,30.17
32,surgical_planning,Exact_Match_P,0.667,0.471
33,tumor_biology,TSR,100.0,0.0
33,tumor_biology,Exact_Match_P,1.0,0.0
33,primary_tumor_status,TSR,100.0,0.0
33,primary_tumor_status,Exact_Match_P,1.0,0.0
33,liver_metastases,TSR,68.5,42.962
33,liver_metastases,Exact_Match_P,0.625,0.484
33,extrahepatic_disease,TSR,16.8,7.6
33,extrahepatic_disease,Exact_Match_P,0.0,0.0
33,imaging,TSR,71.111,40.855
33,imaging,Exact_Match_P,0.667,0.471
33,systemic_therapy,TSR,77.75,28.639
33,systemic_therapy,Exact_Match_P,0.625,0.415
33,surgical_planning,TSR,76.667,32.998
33,surgical_planning,Exact_Match_P,0.667,0.471
34,tumor_biology,TSR,100.0,0.0
34,tumor_biology,Exact_Match_P,1.0,0.0
34,primary_tumor_status,TSR,100.0,0.0
34,primary_tumor_status,Exact_Match_P,1.0,0.0
34,liver_metastases,TSR,68.375,34.073
34,liver_metastases,Exact_Match_P,0.5,0.5
34,extrahepatic_disease,TSR,100.0,0.0
34,extrahepatic_disease,Exact_Match_P,1.0,0.0
34,imaging,TSR,93.083,9.782
34,imaging,Exact_Match_P,0.833,0.236
34,systemic_therapy,TSR,93.25,7.79
34,systemic_therapy,Exact_Match_P,0.75,0.25
34,surgical_planning,TSR,76.667,32.998
34,surgical_planning,Exact_Match_P,0.667,0.471
35,tumor_biology,TSR,75.0,43.301
35,tumor_biology,Exact_Match_P,0.75,0.433
35,primary_tumor_status,TSR,100.0,0.0
35,primary_tumor_status,Exact_Match_P,1.0,0.0
35,liver_metastases,TSR,75.625,31.976
35,liver_metastases,Exact_Match_P,0.625,0.484
35,extrahepatic_disease,TSR,100.0,0.0
35,extrahepatic_disease,Exact_Match_P,1.0,0.0
35,imaging,TSR,79.667,28.756
35,imaging,Exact_Match_P,0.667,0.471
35,systemic_therapy,TSR,78.0,38.105
35,systemic_therapy,Exact_Match_P,0.75,0.433
35,surgical_planning,TSR,47.333,37.959
35,surgical_planning,Exact_Match_P,0.333,0.471
36,tumor_biology,TSR,75.0,43.301
36,tumor_biology,Exact_Match_P,0.5,0.5
36,primary_tumor_status,TSR,100.0,0.0
36,primary_tumor_status,Exact_Match_P,1.0,0.0
36,liver_metastases,TSR,75.0,32.955
36,liver_metastases,Exact_Match_P,0.625,0.484
36,extrahepatic_disease,TSR,100.0,0.0
36,extrahepatic_disease,Exact_Match_P,1.0,0.0
36,imaging,TSR,72.0,39.598
36,imaging,Exact_Match_P,0.667,0.471
36,systemic_therapy,TSR,95.25,8.227
36,systemic_therapy,Exact_Match_P,0.875,0.217
36,surgical_planning,TSR,76.667,32.998
36,surgical_planning,Exact_Match_P,0.667,0.471
37,tumor_biology,TSR,57.5,42.553
37,tumor_biology,Exact_Match_P,0.5,0.5
37,primary_tumor_status,TSR,84.8,30.4
37,primary_tumor_status,Exact_Match_P,0.8,0.4
37,liver_metastases,TSR,74.375,33.087
37,liver_metastases,Exact_Match_P,0.625,0.484
37,extrahepatic_disease,TSR,100.0,0.0
37,extrahepatic_disease,Exact_Match_P,1.0,0.0
37,imaging,TSR,86.167,19.563
37,imaging,Exact_Match_P,0.833,0.236
37,systemic_therapy,TSR,77.75,38.538
37,systemic_therapy,Exact_Match_P,0.75,0.433
37,surgical_planning,TSR,100.0,0.0
37,surgical_planning,Exact_Match_P,1.0,0.0
38,tumor_biology,TSR,100.0,0.0
38,tumor_biology,Exact_Match_P,1.0,0.0
38,primary_tumor_status,TSR,100.0,0.0
38,primary_tumor_status,Exact_Match_P,1.0,0.0
38,liver_metastases,TSR,61.0,31.097
38,liver_metastases,Exact_Match_P,0.25,0.433
38,extrahepatic_disease,TSR,80.0,40.0
38,extrahepatic_disease,Exact_Match_P,0.8,0.4
38,imaging,TSR,100.0,0.0
38,imaging,Exact_Match_P,1.0,0.0
38,systemic_therapy,TSR,95.25,8.227
38,systemic_therapy,Exact_Match_P,0.875,0.217
38,surgical_planning,TSR,75.0,35.355
38,surgical_planning,Exact_Match_P,0.667,0.471
39,tumor_biology,TSR,75.0,43.301
39,tumor_biology,Exact_Match_P,0.75,0.433
39,primary_tumor_status,TSR,100.0,0.0
39,primary_tumor_status,Exact_Match_P,1.0,0.0
39,liver_metastases,TSR,93.5,17.197
39,liver_metastases,Exact_Match_P,0.625,0.484
39,extrahepatic_disease,TSR,16.8,7.6
39,extrahepatic_disease,Exact_Match_P,0.0,0.0
39,imaging,TSR,100.0,0.0
39,imaging,Exact_Match_P,1.0,0.0
39,systemic_therapy,TSR,100.0,0.0
39,systemic_therapy,Exact_Match_P,1.0,0.0
39,surgical_planning,TSR,43.333,41.899
39,surgical_planning,Exact_Match_P,0.333,0.471
40,tumor_biology,TSR,100.0,0.0
40,tumor_biology,Exact_Match_P,0.75,0.433
40,primary_tumor_status,TSR,100.0,0.0
40,primary_tumor_status,Exact_Match_P,1.0,0.0
40,liver_metastases,TSR,76.75,30.462
40,liver_metastases,Exact_Match_P,0.625,0.484
40,extrahepatic_disease,TSR,47.8,42.621
40,extrahepatic_disease,Exact_Match_P,0.4,0.49
40,imaging,TSR,93.083,9.782
40,imaging,Exact_Match_P,0.833,0.236
40,systemic_therapy,TSR,95.25,8.227
40,systemic_therapy,Exact_Match_P,0.875,0.217
40,surgical_planning,TSR,66.667,47.14
40,surgical_planning,Exact_Match_P,0.667,0.471
68,tumor_biology,TSR,40.0,36.742
68,tumor_biology,Exact_Match_P,0.25,0.433
68,primary_tumor_status,TSR,60.75,39.708
68,primary_tumor_status,Exact_Match_P,0.5,0.5
68,liver_metastases,TSR,73.75,33.889
68,liver_metastases,Exact_Match_P,0.625,0.484
68,extrahepatic_disease,TSR,34.6,34.592
68,extrahepatic_disease,Exact_Match_P,0.2,0.4
68,imaging,TSR,24.444,7.857
68,imaging,Exact_Match_P,0.0,0.0
68,systemic_therapy,TSR,32.0,3.464
68,systemic_therapy,Exact_Match_P,0.0,0.0
68,surgical_planning,TSR,30.333,0.471
68,surgical_planning,Exact_Match_P,0.0,0.0
72,tumor_biology,TSR,50.0,50.0
72,tumor_biology,Exact_Match_P,0.5,0.5
72,primary_tumor_status,TSR,67.0,40.517
72,primary_tumor_status,Exact_Match_P,0.6,0.49
72,liver_metastases,TSR,91.25,23.15
72,liver_metastases,Exact_Match_P,0.875,0.331
72,extrahepatic_disease,TSR,58.0,34.293
72,extrahepatic_disease,Exact_Match_P,0.4,0.49
72,imaging,TSR,100.0,0.0
