Case_N,Domain,Metric,Mean,STD
4,primary_tumor_status,TSR,43.25,33.492
4,primary_tumor_status,Exact_Match_P,0.25,0.433
4,liver_metastases,TSR,82.75,29.895
4,liver_metastases,Exact_Match_P,0.75,0.433
4,extrahepatic_disease,TSR,44.0,28.0
4,extrahepatic_disease,Exact_Match_P,0.2,0.4
4,imaging,TSR,74.444,36.141
4,imaging,Exact_Match_P,0.667,0.471
4,systemic_therapy,TSR,95.25,8.227
4,systemic_therapy,Exact_Match_P,0.875,0.217
4,surgical_planning,TSR,81.333,26.399
4,surgical_planning,Exact_Match_P,0.667,0.471
5,tumor_biology,TSR,75.0,43.301
5,tumor_biology,Exact_Match_P,0.75,0.433
5,primary_tumor_status,TSR,60.25,40.314
5,primary_tumor_status,Exact_Match_P,0.5,0.5
5,liver_metastases,TSR,56.75,44.316
5,liver_metastases,Exact_Match_P,0.5,0.5
5,extrahepatic_disease,TSR,14.2,10.225
5,extrahepatic_disease,Exact_Match_P,0.0,0.0
5,imaging,TSR,69.75,29.356
5,imaging,Exact_Match_P,0.583,0.425
5,systemic_therapy,TSR,82.75,20.437
5,systemic_therapy,Exact_Match_P,0.625,0.415
5,surgical_planning,TSR,58.0,30.243
5,surgical_planning,Exact_Match_P,0.333,0.471
6,tumor_biology,TSR,57.5,43.804
6,tumor_biology,Exact_Match_P,0.5,0.5
6,primary_tumor_status,TSR,86.4,27.2
6,primary_tumor_status,Exact_Match_P,0.8,0.4
6,liver_metastases,TSR,40.0,36.746
6,liver_metastases,Exact_Match_P,0.25,0.433
6,extrahepatic_disease,TSR,16.8,7.6
6,extrahepatic_disease,Exact_Match_P,0.0,0.0
6,imaging,TSR,76.778,32.841
6,imaging,Exact_Match_P,0.556,0.416
6,systemic_therapy,TSR,95.25,8.227
6,systemic_therapy,Exact_Match_P,0.875,0.217
6,surgical_planning,TSR,92.667,10.371
6,surgical_planning,Exact_Match_P,0.667,0.471
7,tumor_biology,TSR,82.5,30.311
7,tumor_biology,Exact_Match_P,0.75,0.433
7,primary_tumor_status,TSR,100.0,0.0
7,primary_tumor_status,Exact_Match_P,1.0,0.0
7,liver_metastases,TSR,76.5,40.814
7,liver_metastases,Exact_Match_P,0.75,0.433
7,extrahepatic_disease,TSR,37.6,31.715
7,extrahepatic_disease,Exact_Match_P,0.2,0.4
7,imaging,TSR,90.778,13.042
7,imaging,Exact_Match_P,0.889,0.157
7,systemic_therapy,TSR,91.75,10.207
7,systemic_therapy,Exact_Match_P,0.75,0.25
7,surgical_planning,TSR,43.333,41.899
7,surgical_planning,Exact_Match_P,0.333,0.471
8,tumor_biology,TSR,35.5,38.74
8,tumor_biology,Exact_Match_P,0.25,0.433
8,primary_tumor_status,TSR,65.0,35.0
8,primary_tumor_status,Exact_Match_P,0.5,0.5
8,liver_metastases,TSR,74.375,33.087
8,liver_metastases,Exact_Match_P,0.625,0.484
8,extrahepatic_disease,TSR,16.8,7.6
8,extrahepatic_disease,Exact_Match_P,0.0,0.0
8,imaging,TSR,50.444,35.219
8,imaging,Exact_Match_P,0.333,0.471
8,systemic_therapy,TSR,77.75,38.538
8,systemic_therapy,Exact_Match_P,0.75,0.433
8,surgical_planning,TSR,43.333,41.899
8,surgical_planning,Exact_Match_P,0.333,0.471
9,tumor_biology,TSR,100.0,0.0
9,tumor_biology,Exact_Match_P,0.75,0.433
9,primary_tumor_status,TSR,33.0,33.663
9,primary_tumor_status,Exact_Match_P,0.2,0.4
9,liver_metastases,TSR,81.5,32.105
9,liver_metastases,Exact_Match_P,0.625,0.484
9,extrahepatic_disease,TSR,20.2,6.735
9,extrahepatic_disease,Exact_Match_P,0.0,0.0
9,imaging,TSR,93.083,9.782
9,imaging,Exact_Match_P,0.917,0.118
9,systemic_therapy,TSR,96.0,6.928
9,systemic_therapy,Exact_Match_P,0.75,0.433
9,surgical_planning,TSR,73.0,30.735
9,surgical_planning,Exact_Match_P,0.5,0.408
10,tumor_biology,TSR,75.0,43.301
10,tumor_biology,Exact_Match_P,0.75,0.433
10,primary_tumor_status,TSR,86.0,28.0
10,primary_tumor_status,Exact_Match_P,0.8,0.4
10,liver_metastases,TSR,91.25,23.15
10,liver_metastases,Exact_Match_P,0.625,0.484
10,extrahepatic_disease,TSR,16.8,7.6
10,extrahepatic_disease,Exact_Match_P,0.0,0.0
10,imaging,TSR,73.333,37.712
10,imaging,Exact_Match_P,0.667,0.471
10,systemic_therapy,TSR,98.0,3.464
10,systemic_therapy,Exact_Match_P,0.875,0.217
10,surgical_planning,TSR,76.667,32.998
10,surgical_planning,Exact_Match_P,0.667,0.471
11,tumor_biology,TSR,75.0,43.301
11,tumor_biology,Exact_Match_P,0.75,0.433
11,primary_tumor_status,TSR,100.0,0.0
11,primary_tumor_status,Exact_Match_P,1.0,0.0
11,liver_metastases,TSR,89.0,29.103
11,liver_metastases,Exact_Match_P,0.875,0.331
11,extrahepatic_disease,TSR,34.2,33.713
11,extrahepatic_disease,Exact_Match_P,0.2,0.4
11,imaging,TSR,71.111,40.855
11,imaging,Exact_Match_P,0.667,0.471
11,systemic_therapy,TSR,98.0,3.464
11,systemic_therapy,Exact_Match_P,0.875,0.217
11,surgical_planning,TSR,76.667,32.998
11,surgical_planning,Exact_Match_P,0.667,0.471
12,tumor_biology,TSR,100.0,0.0
12,tumor_biology,Exact_Match_P,1.0,0.0
12,primary_tumor_status,TSR,86.0,28.0
12,primary_tumor_status,Exact_Match_P,0.8,0.4
12,liver_metastases,TSR,91.25,23.15
12,liver_metastases,Exact_Match_P,0.875,0.331
12,extrahepatic_disease,TSR,22.0,5.692
12,extrahepatic_disease,Exact_Match_P,0.0,0.0
12,imaging,TSR,100.0,0.0
12,imaging,Exact_Match_P,1.0,0.0
12,systemic_therapy,TSR,93.75,10.825
12,systemic_therapy,Exact_Match_P,0.875,0.217
12,surgical_planning,TSR,24.667,18.355
12,surgical_planning,Exact_Match_P,0.0,0.0
13,tumor_biology,TSR,100.0,0.0
13,tumor_biology,Exact_Match_P,1.0,0.0
13,primary_tumor_status,TSR,83.4,33.2
13,primary_tumor_status,Exact_Match_P,0.8,0.4
13,liver_metastases,TSR,82.5,30.311
13,liver_metastases,Exact_Match_P,0.75,0.433
13,extrahepatic_disease,TSR,16.8,7.6
13,extrahepatic_disease,Exact_Match_P,0.0,0.0
13,imaging,TSR,88.889,15.713
13,imaging,Exact_Match_P,0.778,0.314
13,systemic_therapy,TSR,73.0,32.272
13,systemic_therapy,Exact_Match_P,0.5,0.5
13,surgical_planning,TSR,100.0,0.0
13,surgical_planning,Exact_Match_P,1.0,0.0
14,tumor_biology,TSR,62.5,41.458
14,tumor_biology,Exact_Match_P,0.5,0.5
14,primary_tumor_status,TSR,51.2,40.326
14,primary_tumor_status,Exact_Match_P,0.4,0.49
14,liver_metastases,TSR,78.75,37.562
14,liver_metastases,Exact_Match_P,0.625,0.484
14,extrahepatic_disease,TSR,47.8,42.621
14,extrahepatic_disease,Exact_Match_P,0.4,0.49
14,imaging,TSR,57.0,30.54
14,imaging,Exact_Match_P,0.444,0.416
14,systemic_therapy,TSR,93.75,10.825
14,systemic_therapy,Exact_Match_P,0.875,0.217
14,surgical_planning,TSR,58.0,30.243
14,surgical_planning,Exact_Match_P,0.333,0.471
15,tumor_biology,TSR,100.0,0.0
15,tumor_biology,Exact_Match_P,1.0,0.0
15,primary_tumor_status,TSR,77.75,38.538
15,primary_tumor_status,Exact_Match_P,0.75,0.433
15,liver_metastases,TSR,64.0,36.083
15,liver_metastases,Exact_Match_P,0.5,0.5
15,extrahepatic_disease,TSR,22.0,5.692
15,extrahepatic_disease,Exact_Match_P,0.0,0.0
15,imaging,TSR,73.333,37.712
15,imaging,Exact_Match_P,0.667,0.471
15,systemic_therapy,TSR,81.375,32.259
15,systemic_therapy,Exact_Match_P,0.75,0.433
15,surgical_planning,TSR,43.333,41.899
15,surgical_planning,Exact_Match_P,0.333,0.471
16,tumor_biology,TSR,40.75,36.561
16,tumor_biology,Exact_Match_P,0.25,0.433
16,primary_tumor_status,TSR,43.25,33.492
16,primary_tumor_status,Exact_Match_P,0.25,0.433
16,liver_metastases,TSR,57.125,43.392
16,liver_metastases,Exact_Match_P,0.5,0.5
16,extrahepatic_disease,TSR,22.6,11.758
16,extrahepatic_disease,Exact_Match_P,0.0,0.0
16,imaging,TSR,100.0,0.0
16,imaging,Exact_Match_P,0.833,0.236
16,systemic_therapy,TSR,55.25,45.362
16,systemic_therapy,Exact_Match_P,0.5,0.5
16,surgical_planning,TSR,66.667,47.14
16,surgical_planning,Exact_Match_P,0.667,0.471
17,tumor_biology,TSR,33.75,40.831
17,tumor_biology,Exact_Match_P,0.25,0.433
17,primary_tumor_status,TSR,68.6,39.026
17,primary_tumor_status,Exact_Match_P,0.6,0.49
17,liver_metastases,TSR,80.125,34.751
17,liver_metastases,Exact_Match_P,0.75,0.433
17,extrahepatic_disease,TSR,86.4,27.2
17,extrahepatic_disease,Exact_Match_P,0.8,0.4
17,imaging,TSR,100.0,0.0
17,imaging,Exact_Match_P,0.889,0.157
17,systemic_therapy,TSR,97.5,4.33
17,systemic_therapy,Exact_Match_P,0.875,0.217
17,surgical_planning,TSR,66.667,47.14
17,surgical_planning,Exact_Match_P,0.667,0.471
18,tumor_biology,TSR,50.0,50.0
18,tumor_biology,Exact_Match_P,0.5,0.5
18,primary_tumor_status,TSR,100.0,0.0
18,primary_tumor_status,Exact_Match_P,1.0,0.0
18,liver_metastases,TSR,81.25,32.572
18,liver_metastases,Exact_Match_P,0.75,0.433
18,extrahepatic_disease,TSR,86.4,27.2
18,extrahepatic_disease,Exact_Match_P,0.8,0.4
18,imaging,TSR,100.0,0.0
18,imaging,Exact_Match_P,1.0,0.0
18,systemic_therapy,TSR,47.0,31.694
18,systemic_therapy,Exact_Match_P,0.25,0.433
18,surgical_planning,TSR,96.333,5.185
18,surgical_planning,Exact_Match_P,0.833,0.236
19,tumor_biology,TSR,57.5,43.804
19,tumor_biology,Exact_Match_P,0.5,0.5
19,primary_tumor_status,TSR,41.25,34.448
19,primary_tumor_status,Exact_Match_P,0.25,0.433
19,liver_metastases,TSR,91.25,23.15
19,liver_metastases,Exact_Match_P,0.875,0.331
19,extrahepatic_disease,TSR,100.0,0.0
19,extrahepatic_disease,Exact_Match_P,1.0,0.0
19,imaging,TSR,100.0,0.0
19,imaging,Exact_Match_P,0.889,0.157
19,systemic_therapy,TSR,100.0,0.0
19,systemic_therapy,Exact_Match_P,1.0,0.0
19,surgical_planning,TSR,58.0,33.892
19,surgical_planning,Exact_Match_P,0.5,0.408
20,tumor_biology,TSR,52.75,47.41
20,tumor_biology,Exact_Match_P,0.5,0.5
20,primary_tumor_status,TSR,40.0,35.207
20,primary_tumor_status,Exact_Match_P,0.25,0.433
20,liver_metastases,TSR,49.0,40.522
20,liver_metastases,Exact_Match_P,0.375,0.484
20,extrahepatic_disease,TSR,44.0,28.0
20,extrahepatic_disease,Exact_Match_P,0.2,0.4
20,imaging,TSR,100.0,0.0
20,imaging,Exact_Match_P,1.0,0.0
20,systemic_therapy,TSR,68.5,27.327
20,systemic_therapy,Exact_Match_P,0.375,0.415
20,surgical_planning,TSR,66.667,47.14
20,surgical_planning,Exact_Match_P,0.667,0.471
21,tumor_biology,TSR,37.25,37.785
21,tumor_biology,Exact_Match_P,0.25,0.433
21,primary_tumor_status,TSR,67.8,39.468
21,primary_tumor_status,Exact_Match_P,0.6,0.49
21,liver_metastases,TSR,73.75,33.889
21,liver_metastases,Exact_Match_P,0.625,0.484
21,extrahepatic_disease,TSR,65.2,42.621
21,extrahepatic_disease,Exact_Match_P,0.6,0.49
21,imaging,TSR,100.0,0.0
21,imaging,Exact_Match_P,0.889,0.157
21,systemic_therapy,TSR,100.0,0.0
21,systemic_therapy,Exact_Match_P,1.0,0.0
21,surgical_planning,TSR,66.667,47.14
21,surgical_planning,Exact_Match_P,0.667,0.471
22,tumor_biology,TSR,16.25,16.346
22,tumor_biology,Exact_Match_P,0.0,0.0
22,primary_tumor_status,TSR,83.4,33.2
22,primary_tumor_status,Exact_Match_P,0.8,0.4
22,liver_metastases,TSR,49.0,40.522
22,liver_metastases,Exact_Match_P,0.375,0.484
22,extrahepatic_disease,TSR,44.2,27.903
22,extrahepatic_disease,Exact_Match_P,0.2,0.4
22,imaging,TSR,100.0,0.0
22,imaging,Exact_Match_P,1.0,0.0
22,systemic_therapy,TSR,100.0,0.0
22,systemic_therapy,Exact_Match_P,1.0,0.0
22,surgical_planning,TSR,63.833,33.367
22,surgical_planning,Exact_Match_P,0.5,0.408
23,tumor_biology,TSR,57.5,43.804
23,tumor_biology,Exact_Match_P,0.5,0.5
23,primary_tumor_status,TSR,83.4,33.2
23,primary_tumor_status,Exact_Match_P,0.8,0.4
23,liver_metastases,TSR,61.25,39.824
23,liver_metastases,Exact_Match_P,0.5,0.5
23,extrahepatic_disease,TSR,49.0,42.867
23,extrahepatic_disease,Exact_Match_P,0.4,0.49
23,imaging,TSR,83.333,23.57
23,imaging,Exact_Match_P,0.833,0.236
23,systemic_therapy,TSR,100.0,0.0
23,systemic_therapy,Exact_Match_P,1.0,0.0
23,surgical_planning,TSR,76.667,32.998
23,surgical_planning,Exact_Match_P,0.667,0.471
24,tumor_biology,TSR,37.0,37.908
24,tumor_biology,Exact_Match_P,0.25,0.433
24,primary_tumor_status,TSR,86.4,27.2
24,primary_tumor_status,Exact_Match_P,0.8,0.4
24,liver_metastases,TSR,91.25,23.15
24,liver_metastases,Exact_Match_P,0.75,0.433
24,extrahepatic_disease,TSR,39.4,30.5
24,extrahepatic_disease,Exact_Match_P,0.2,0.4
24,imaging,TSR,100.0,0.0
24,imaging,Exact_Match_P,1.0,0.0
24,systemic_therapy,TSR,87.5,21.651
24,systemic_therapy,Exact_Match_P,0.75,0.433
24,surgical_planning,TSR,73.167,37.948
24,surgical_planning,Exact_Match_P,0.667,0.471
25,tumor_biology,TSR,38.5,37.239
25,tumor_biology,Exact_Match_P,0.25,0.433
25,primary_tumor_status,TSR,72.0,34.293
25,primary_tumor_status,Exact_Match_P,0.6,0.49
25,liver_metastases,TSR,82.625,30.095
25,liver_metastases,Exact_Match_P,0.5,0.5
25,extrahepatic_disease,TSR,44.0,28.0
25,extrahepatic_disease,Exact_Match_P,0.2,0.4
25,imaging,TSR,71.111,40.855
25,imaging,Exact_Match_P,0.667,0.471
25,systemic_therapy,TSR,100.0,0.0
25,systemic_therapy,Exact_Match_P,1.0,0.0
25,surgical_planning,TSR,62.278,29.731
25,surgical_planning,Exact_Match_P,0.5,0.408
26,tumor_biology,TSR,75.0,43.301
26,tumor_biology,Exact_Match_P,0.75,0.433
26,primary_tumor_status,TSR,100.0,0.0
26,primary_tumor_status,Exact_Match_P,1.0,0.0
26,liver_metastases,TSR,72.375,29.445
26,liver_metastases,Exact_Match_P,0.375,0.484
26,extrahepatic_disease,TSR,80.0,40.0
26,extrahepatic_disease,Exact_Match_P,0.8,0.4
26,imaging,TSR,77.333,32.056
26,imaging,Exact_Match_P,0.5,0.408
26,systemic_therapy,TSR,74.25,25.44
26,systemic_therapy,Exact_Match_P,0.375,0.415
26,surgical_planning,TSR,76.667,32.998
26,surgical_planning,Exact_Match_P,0.667,0.471
27,tumor_biology,TSR,46.5,31.698
27,tumor_biology,Exact_Match_P,0.25,0.433
27,primary_tumor_status,TSR,82.6,34.8
27,primary_tumor_status,Exact_Match_P,0.8,0.4
27,liver_metastases,TSR,73.25,34.593
27,liver_metastases,Exact_Match_P,0.375,0.484
27,extrahepatic_disease,TSR,86.4,27.2
27,extrahepatic_disease,Exact_Match_P,0.8,0.4
27,imaging,TSR,54.667,32.056
27,imaging,Exact_Match_P,0.333,0.471
27,systemic_therapy,TSR,96.0,6.928
27,systemic_therapy,Exact_Match_P,0.75,0.433
27,surgical_planning,TSR,43.333,41.899
27,surgical_planning,Exact_Match_P,0.333,0.471
28,tumor_biology,TSR,40.0,36.742
28,tumor_biology,Exact_Match_P,0.25,0.433
28,primary_tumor_status,TSR,82.6,34.8
28,primary_tumor_status,Exact_Match_P,0.8,0.4
28,liver_metastases,TSR,84.75,26.794
28,liver_metastases,Exact_Match_P,0.75,0.433
28,extrahepatic_disease,TSR,82.6,34.8
28,extrahepatic_disease,Exact_Match_P,0.8,0.4
28,imaging,TSR,100.0,0.0
28,imaging,Exact_Match_P,1.0,0.0
28,systemic_therapy,TSR,77.75,28.639
28,systemic_therapy,Exact_Match_P,0.625,0.415
28,surgical_planning,TSR,66.667,47.14
28,surgical_planning,Exact_Match_P,0.667,0.471
29,tumor_biology,TSR,57.5,43.804
29,tumor_biology,Exact_Match_P,0.5,0.5
29,primary_tumor_status,TSR,60.75,39.708
29,primary_tumor_status,Exact_Match_P,0.5,0.5
29,liver_metastases,TSR,91.25,23.15
29,liver_metastases,Exact_Match_P,0.875,0.331
29,extrahepatic_disease,TSR,17.6,10.48
29,extrahepatic_disease,Exact_Match_P,0.0,0.0
29,imaging,TSR,80.0,28.284
29,imaging,Exact_Match_P,0.667,0.471
29,systemic_therapy,TSR,100.0,0.0
29,systemic_therapy,Exact_Match_P,1.0,0.0
29,surgical_planning,TSR,76.667,32.998
29,surgical_planning,Exact_Match_P,0.667,0.471
30,tumor_biology,TSR,75.0,43.301
30,tumor_biology,Exact_Match_P,0.75,0.433
30,primary_tumor_status,TSR,100.0,0.0
30,primary_tumor_status,Exact_Match_P,1.0,0.0
30,liver_metastases,TSR,61.25,39.191
30,liver_metastases,Exact_Match_P,0.5,0.5
30,extrahepatic_disease,TSR,16.8,7.6
30,extrahepatic_disease,Exact_Match_P,0.0,0.0
30,imaging,TSR,100.0,0.0
30,imaging,Exact_Match_P,0.889,0.157
30,systemic_therapy,TSR,82.75,20.437
30,systemic_therapy,Exact_Match_P,0.625,0.415
30,surgical_planning,TSR,73.167,37.948
30,surgical_planning,Exact_Match_P,0.667,0.471
31,tumor_biology,TSR,82.5,30.311
31,tumor_biology,Exact_Match_P,0.75,0.433
31,primary_tumor_status,TSR,100.0,0.0
31,primary_tumor_status,Exact_Match_P,1.0,0.0
31,liver_metastases,TSR,76.125,31.235
31,liver_metastases,Exact_Match_P,0.625,0.484
31,extrahepatic_disease,TSR,100.0,0.0
31,extrahepatic_disease,Exact_Match_P,1.0,0.0
31,imaging,TSR,90.556,13.356
31,imaging,Exact_Match_P,0.889,0.157
31,systemic_therapy,TSR,81.0,32.909
31,systemic_therapy,Exact_Match_P,0.75,0.433
31,surgical_planning,TSR,100.0,0.0
31,surgical_planning,Exact_Match_P,1.0,0.0
32,tumor_biology,TSR,71.25,29.235
32,tumor_biology,Exact_Match_P,0.5,0.5
32,primary_tumor_status,TSR,70.8,35.813
32,primary_tumor_status,Exact_Match_P,0.6,0.49
32,liver_metastases,TSR,52.375,39.179
32,liver_metastases,Exact_Match_P,0.375,0.484
32,extrahepatic_disease,TSR,22.0,5.692
32,extrahepatic_disease,Exact_Match_P,0.0,0.0
32,imaging,TSR,100.0,0.0
32,imaging,Exact_Match_P,1.0,0.0
32,systemic_therapy,TSR,67.5,28.614
32,systemic_therapy,Exact_Match_P,0.375,0.415
32,surgical_planning,TSR,48.333,40.893
32,surgical_planning,Exact_Match_P,0.333,0.471
33,tumor_biology,TSR,75.0,43.301
33,tumor_biology,Exact_Match_P,0.75,0.433
33,primary_tumor_status,TSR,84.8,30.4
33,primary_tumor_status,Exact_Match_P,0.8,0.4
33,liver_metastases,TSR,82.875,29.671
33,liver_metastases,Exact_Match_P,0.75,0.433
33,extrahepatic_disease,TSR,100.0,0.0
33,extrahepatic_disease,Exact_Match_P,1.0,0.0
33,imaging,TSR,100.0,0.0
33,imaging,Exact_Match_P,1.0,0.0
33,systemic_therapy,TSR,76.375,28.582
33,systemic_therapy,Exact_Match_P,0.5,0.5
33,surgical_planning,TSR,76.667,32.998
33,surgical_planning,Exact_Match_P,0.667,0.471
34,tumor_biology,TSR,100.0,0.0
34,tumor_biology,Exact_Match_P,1.0,0.0
34,primary_tumor_status,TSR,100.0,0.0
34,primary_tumor_status,Exact_Match_P,1.0,0.0
34,liver_metastases,TSR,68.75,41.06
34,liver_metastases,Exact_Match_P,0.625,0.484
34,extrahepatic_disease,TSR,86.4,27.2
34,extrahepatic_disease,Exact_Match_P,0.8,0.4
34,imaging,TSR,93.083,9.782
34,imaging,Exact_Match_P,0.917,0.118
34,systemic_therapy,TSR,80.75,18.992
34,systemic_therapy,Exact_Match_P,0.5,0.354
34,surgical_planning,TSR,76.667,32.998
34,surgical_planning,Exact_Match_P,0.667,0.471
35,tumor_biology,TSR,75.0,43.301
35,tumor_biology,Exact_Match_P,0.75,0.433
35,primary_tumor_status,TSR,100.0,0.0
35,primary_tumor_status,Exact_Match_P,1.0,0.0
35,liver_metastases,TSR,84.375,27.568
35,liver_metastases,Exact_Match_P,0.75,0.433
35,extrahepatic_disease,TSR,16.8,7.6
35,extrahepatic_disease,Exact_Match_P,0.0,0.0
35,imaging,TSR,73.778,37.084
35,imaging,Exact_Match_P,0.667,0.471
35,systemic_therapy,TSR,79.25,35.94
35,systemic_therapy,Exact_Match_P,0.75,0.433
35,surgical_planning,TSR,76.667,32.998
35,surgical_planning,Exact_Match_P,0.667,0.471
36,tumor_biology,TSR,62.5,41.458
36,tumor_biology,Exact_Match_P,0.5,0.5
36,primary_tumor_status,TSR,100.0,0.0
36,primary_tumor_status,Exact_Match_P,1.0,0.0
36,liver_metastases,TSR,73.25,34.655
36,liver_metastases,Exact_Match_P,0.625,0.484
36,extrahepatic_disease,TSR,86.4,27.2
36,extrahepatic_disease,Exact_Match_P,0.8,0.4
36,imaging,TSR,75.417,34.766
36,imaging,Exact_Match_P,0.667,0.471
36,systemic_therapy,TSR,82.75,20.437
36,systemic_therapy,Exact_Match_P,0.625,0.415
36,surgical_planning,TSR,76.667,32.998
36,surgical_planning,Exact_Match_P,0.667,0.471
37,tumor_biology,TSR,62.0,38.236
37,tumor_biology,Exact_Match_P,0.5,0.5
37,primary_tumor_status,TSR,82.5,30.311
37,primary_tumor_status,Exact_Match_P,0.75,0.433
37,liver_metastases,TSR,100.0,0.0
37,liver_metastases,Exact_Match_P,1.0,0.0
37,extrahepatic_disease,TSR,80.0,40.0
37,extrahepatic_disease,Exact_Match_P,0.8,0.4
37,imaging,TSR,86.167,19.563
37,imaging,Exact_Match_P,0.833,0.236
37,systemic_therapy,TSR,96.0,6.928
37,systemic_therapy,Exact_Match_P,0.75,0.433
37,surgical_planning,TSR,81.333,26.399
37,surgical_planning,Exact_Match_P,0.667,0.471
38,tumor_biology,TSR,100.0,0.0
38,tumor_biology,Exact_Match_P,1.0,0.0
38,primary_tumor_status,TSR,56.5,43.5
38,primary_tumor_status,Exact_Match_P,0.5,0.5
38,liver_metastases,TSR,65.0,35.0
38,liver_metastases,Exact_Match_P,0.25,0.433
38,extrahepatic_disease,TSR,80.0,40.0
38,extrahepatic_disease,Exact_Match_P,0.8,0.4
38,imaging,TSR,77.333,32.056
38,imaging,Exact_Match_P,0.667,0.471
38,systemic_therapy,TSR,76.375,28.582
38,systemic_therapy,Exact_Match_P,0.5,0.5
38,surgical_planning,TSR,41.667,42.492
38,surgical_planning,Exact_Match_P,0.333,0.471
39,tumor_biology,TSR,75.0,43.301
39,tumor_biology,Exact_Match_P,0.75,0.433
39,primary_tumor_status,TSR,100.0,0.0
39,primary_tumor_status,Exact_Match_P,1.0,0.0
39,liver_metastases,TSR,75.875,31.601
39,liver_metastases,Exact_Match_P,0.375,0.484
39,extrahepatic_disease,TSR,16.8,7.6
39,extrahepatic_disease,Exact_Match_P,0.0,0.0
39,imaging,TSR,66.667,47.14
39,imaging,Exact_Match_P,0.667,0.471
39,systemic_therapy,TSR,83.5,20.414
39,systemic_therapy,Exact_Match_P,0.5,0.5
39,surgical_planning,TSR,18.333,13.123
39,surgical_planning,Exact_Match_P,0.0,0.0
40,tumor_biology,TSR,75.0,43.301
40,tumor_biology,Exact_Match_P,0.75,0.433
40,primary_tumor_status,TSR,100.0,0.0
40,primary_tumor_status,Exact_Match_P,1.0,0.0
40,liver_metastases,TSR,93.75,16.536
40,liver_metastases,Exact_Match_P,0.875,0.331
40,extrahepatic_disease,TSR,47.8,42.621
40,extrahepatic_disease,Exact_Match_P,0.4,0.49
40,imaging,TSR,70.417,28.455
40,imaging,Exact_Match_P,0.5,0.408
40,systemic_therapy,TSR,98.5,2.598
40,systemic_therapy,Exact_Match_P,0.875,0.217
40,surgical_planning,TSR,66.667,47.14
40,surgical_planning,Exact_Match_P,0.667,0.471
68,tumor_biology,TSR,23.25,13.479
68,tumor_biology,Exact_Match_P,0.0,0.0
68,primary_tumor_status,TSR,78.25,37.672
68,primary_tumor_status,Exact_Match_P,0.75,0.433
68,liver_metastases,TSR,65.0,35.0
68,liver_metastases,Exact_Match_P,0.5,0.5
68,extrahepatic_disease,TSR,80.0,40.0
68,extrahepatic_disease,Exact_Match_P,0.8,0.4
68,imaging,TSR,100.0,0.0
68,imaging,Exact_Match_P,0.889,0.157
68,systemic_therapy,TSR,43.5,33.634
68,systemic_therapy,Exact_Match_P,0.25,0.433
68,surgical_planning,TSR,56.667,30.912
68,surgical_planning,Exact_Match_P,0.333,0.471
72,tumor_biology,TSR,50.0,50.0
72,tumor_biology,Exact_Match_P,0.5,0.5
72,primary_tumor_status,TSR,68.6,38.831
72,primary_tumor_status,Exact_Match_P,0.6,0.49
72,liver_metastases,TSR,56.25,33.889
72,liver_metastases,Exact_Match_P,0.375,0.484
72,extrahepatic_disease,TSR,54.6,37.585
72,extrahepatic_disease,Exact_Match_P,0.4,0.49
72,imaging,TSR,100.0,0.0
