Case_N,Domain,Metric,Mean,STD
10,liver_metastases,TSR,74.625,32.76
10,liver_metastases,Exact_Match_P,0.375,0.484
10,extrahepatic_disease,TSR,100.0,0.0
10,extrahepatic_disease,Exact_Match_P,1.0,0.0
10,imaging,TSR,100.0,0.0
10,imaging,Exact_Match_P,1.0,0.0
10,systemic_therapy,TSR,91.75,10.207
10,systemic_therapy,Exact_Match_P,0.75,0.25
10,surgical_planning,TSR,46.667,22.171
10,surgical_planning,Exact_Match_P,0.0,0.0
11,tumor_biology,TSR,75.0,43.301
11,tumor_biology,Exact_Match_P,0.75,0.433
11,primary_tumor_status,TSR,47.4,42.954
11,primary_tumor_status,Exact_Match_P,0.4,0.49
11,liver_metastases,TSR,99.167,2.205
11,liver_metastases,Exact_Match_P,0.958,0.11
11,extrahepatic_disease,TSR,82.6,34.8
11,extrahepatic_disease,Exact_Match_P,0.8,0.4
11,imaging,TSR,100.0,0.0
11,imaging,Exact_Match_P,0.889,0.157
11,systemic_therapy,TSR,98.0,3.464
11,systemic_therapy,Exact_Match_P,0.875,0.217
11,surgical_planning,TSR,26.333,10.53
11,surgical_planning,Exact_Match_P,0.0,0.0
12,tumor_biology,TSR,81.0,32.909
12,tumor_biology,Exact_Match_P,0.75,0.433
12,primary_tumor_status,TSR,56.0,44.006
12,primary_tumor_status,Exact_Match_P,0.5,0.5
12,liver_metastases,TSR,72.75,35.255
12,liver_metastases,Exact_Match_P,0.375,0.484
12,extrahepatic_disease,TSR,16.8,7.6
12,extrahepatic_disease,Exact_Match_P,0.0,0.0
12,imaging,TSR,100.0,0.0
12,imaging,Exact_Match_P,1.0,0.0
12,systemic_therapy,TSR,93.75,10.825
12,systemic_therapy,Exact_Match_P,0.875,0.217
12,surgical_planning,TSR,43.333,41.899
12,surgical_planning,Exact_Match_P,0.333,0.471
13,tumor_biology,TSR,83.75,28.146
13,tumor_biology,Exact_Match_P,0.75,0.433
13,primary_tumor_status,TSR,56.0,44.006
13,primary_tumor_status,Exact_Match_P,0.5,0.5
13,liver_metastases,TSR,68.25,41.766
13,liver_metastases,Exact_Match_P,0.625,0.484
13,extrahepatic_disease,TSR,45.2,44.995
13,extrahepatic_disease,Exact_Match_P,0.4,0.49
13,imaging,TSR,100.0,0.0
13,imaging,Exact_Match_P,1.0,0.0
13,systemic_therapy,TSR,100.0,0.0
13,systemic_therapy,Exact_Match_P,1.0,0.0
13,surgical_planning,TSR,43.333,41.899
13,surgical_planning,Exact_Match_P,0.333,0.471
14,tumor_biology,TSR,50.25,28.865
14,tumor_biology,Exact_Match_P,0.25,0.433
14,primary_tumor_status,TSR,100.0,0.0
14,primary_tumor_status,Exact_Match_P,1.0,0.0
14,liver_metastases,TSR,61.625,39.541
14,liver_metastases,Exact_Match_P,0.375,0.484
14,extrahepatic_disease,TSR,100.0,0.0
14,extrahepatic_disease,Exact_Match_P,1.0,0.0
14,imaging,TSR,74.778,35.67
14,imaging,Exact_Match_P,0.667,0.471
14,systemic_therapy,TSR,93.75,10.825
14,systemic_therapy,Exact_Match_P,0.875,0.217
14,surgical_planning,TSR,76.667,32.998
14,surgical_planning,Exact_Match_P,0.667,0.471
15,tumor_biology,TSR,100.0,0.0
15,tumor_biology,Exact_Match_P,1.0,0.0
15,primary_tumor_status,TSR,77.75,38.538
15,primary_tumor_status,Exact_Match_P,0.75,0.433
15,liver_metastases,TSR,72.75,35.255
15,liver_metastases,Exact_Match_P,0.625,0.484
15,extrahepatic_disease,TSR,100.0,0.0
15,extrahepatic_disease,Exact_Match_P,1.0,0.0
15,imaging,TSR,73.0,38.184
15,imaging,Exact_Match_P,0.667,0.471
15,systemic_therapy,TSR,76.5,32.136
15,systemic_therapy,Exact_Match_P,0.5,0.5
15,surgical_planning,TSR,48.0,40.923
15,surgical_planning,Exact_Match_P,0.333,0.471
16,tumor_biology,TSR,58.25,43.35
16,tumor_biology,Exact_Match_P,0.5,0.5
16,primary_tumor_status,TSR,47.8,42.621
16,primary_tumor_status,Exact_Match_P,0.4,0.49
16,liver_metastases,TSR,80.25,34.503
16,liver_metastases,Exact_Match_P,0.75,0.433
16,extrahepatic_disease,TSR,49.0,42.867
16,extrahepatic_disease,Exact_Match_P,0.4,0.49
16,imaging,TSR,100.0,0.0
16,imaging,Exact_Match_P,0.833,0.236
16,systemic_therapy,TSR,75.0,43.301
16,systemic_therapy,Exact_Match_P,0.75,0.433
16,surgical_planning,TSR,31.667,26.562
16,surgical_planning,Exact_Match_P,0.167,0.236
17,tumor_biology,TSR,16.25,16.346
17,tumor_biology,Exact_Match_P,0.0,0.0
17,primary_tumor_status,TSR,100.0,0.0
17,primary_tumor_status,Exact_Match_P,1.0,0.0
17,liver_metastases,TSR,91.25,23.15
17,liver_metastases,Exact_Match_P,0.875,0.331
17,extrahepatic_disease,TSR,58.4,33.974
17,extrahepatic_disease,Exact_Match_P,0.4,0.49
17,imaging,TSR,100.0,0.0
17,imaging,Exact_Match_P,0.889,0.157
17,systemic_therapy,TSR,93.875,10.609
17,systemic_therapy,Exact_Match_P,0.75,0.433
17,surgical_planning,TSR,66.667,47.14
17,surgical_planning,Exact_Match_P,0.667,0.471
18,tumor_biology,TSR,75.0,43.301
18,tumor_biology,Exact_Match_P,0.75,0.433
18,primary_tumor_status,TSR,82.6,34.8
18,primary_tumor_status,Exact_Match_P,0.8,0.4
18,liver_metastases,TSR,81.25,32.572
18,liver_metastases,Exact_Match_P,0.75,0.433
18,extrahepatic_disease,TSR,86.4,27.2
18,extrahepatic_disease,Exact_Match_P,0.8,0.4
18,imaging,TSR,100.0,0.0
18,imaging,Exact_Match_P,1.0,0.0
18,systemic_therapy,TSR,79.75,35.074
18,systemic_therapy,Exact_Match_P,0.75,0.433
18,surgical_planning,TSR,62.333,28.825
18,surgical_planning,Exact_Match_P,0.5,0.408
19,tumor_biology,TSR,38.5,37.239
19,tumor_biology,Exact_Match_P,0.25,0.433
19,primary_tumor_status,TSR,47.4,42.954
19,primary_tumor_status,Exact_Match_P,0.4,0.49
19,liver_metastases,TSR,80.25,34.503
19,liver_metastases,Exact_Match_P,0.75,0.433
19,extrahepatic_disease,TSR,30.0,0.0
19,extrahepatic_disease,Exact_Match_P,0.0,0.0
19,imaging,TSR,100.0,0.0
19,imaging,Exact_Match_P,1.0,0.0
19,systemic_therapy,TSR,100.0,0.0
19,systemic_therapy,Exact_Match_P,1.0,0.0
19,surgical_planning,TSR,68.778,22.298
19,surgical_planning,Exact_Match_P,0.611,0.283
20,tumor_biology,TSR,75.0,43.301
20,tumor_biology,Exact_Match_P,0.75,0.433
20,primary_tumor_status,TSR,82.2,35.6
20,primary_tumor_status,Exact_Match_P,0.8,0.4
20,liver_metastases,TSR,87.5,33.072
20,liver_metastases,Exact_Match_P,0.875,0.331
20,extrahepatic_disease,TSR,86.0,28.0
20,extrahepatic_disease,Exact_Match_P,0.8,0.4
20,imaging,TSR,100.0,0.0
20,imaging,Exact_Match_P,0.833,0.236
20,systemic_therapy,TSR,83.0,29.445
20,systemic_therapy,Exact_Match_P,0.75,0.433
20,surgical_planning,TSR,84.222,22.313
20,surgical_planning,Exact_Match_P,0.778,0.314
21,tumor_biology,TSR,54.75,45.746
21,tumor_biology,Exact_Match_P,0.5,0.5
21,primary_tumor_status,TSR,100.0,0.0
21,primary_tumor_status,Exact_Match_P,1.0,0.0
21,liver_metastases,TSR,91.25,23.15
21,liver_metastases,Exact_Match_P,0.875,0.331
21,extrahepatic_disease,TSR,51.6,40.123
21,extrahepatic_disease,Exact_Match_P,0.4,0.49
21,imaging,TSR,100.0,0.0
21,imaging,Exact_Match_P,1.0,0.0
21,systemic_therapy,TSR,78.0,27.785
21,systemic_therapy,Exact_Match_P,0.5,0.5
21,surgical_planning,TSR,59.0,30.011
21,surgical_planning,Exact_Match_P,0.444,0.416
22,tumor_biology,TSR,70.0,30.822
22,tumor_biology,Exact_Match_P,0.5,0.5
22,primary_tumor_status,TSR,100.0,0.0
22,primary_tumor_status,Exact_Match_P,1.0,0.0
22,liver_metastases,TSR,82.875,29.671
22,liver_metastases,Exact_Match_P,0.625,0.484
22,extrahepatic_disease,TSR,86.4,27.2
22,extrahepatic_disease,Exact_Match_P,0.8,0.4
22,imaging,TSR,100.0,0.0
22,imaging,Exact_Match_P,0.889,0.157
22,systemic_therapy,TSR,100.0,0.0
22,systemic_therapy,Exact_Match_P,1.0,0.0
22,surgical_planning,TSR,50.667,35.285
22,surgical_planning,Exact_Match_P,0.333,0.471
23,tumor_biology,TSR,75.0,43.301
23,tumor_biology,Exact_Match_P,0.75,0.433
23,primary_tumor_status,TSR,86.4,27.2
23,primary_tumor_status,Exact_Match_P,0.8,0.4
23,liver_metastases,TSR,80.5,34.011
23,liver_metastases,Exact_Match_P,0.75,0.433
23,extrahepatic_disease,TSR,49.0,42.867
23,extrahepatic_disease,Exact_Match_P,0.4,0.49
23,imaging,TSR,100.0,0.0
23,imaging,Exact_Match_P,0.833,0.236
23,systemic_therapy,TSR,100.0,0.0
23,systemic_therapy,Exact_Match_P,1.0,0.0
23,surgical_planning,TSR,100.0,0.0
23,surgical_planning,Exact_Match_P,1.0,0.0
24,tumor_biology,TSR,79.5,35.507
24,tumor_biology,Exact_Match_P,0.75,0.433
24,primary_tumor_status,TSR,100.0,0.0
24,primary_tumor_status,Exact_Match_P,1.0,0.0
24,liver_metastases,TSR,91.25,23.15
24,liver_metastases,Exact_Match_P,0.875,0.331
24,extrahepatic_disease,TSR,25.4,4.176
24,extrahepatic_disease,Exact_Match_P,0.0,0.0
24,imaging,TSR,100.0,0.0
24,imaging,Exact_Match_P,0.889,0.157
24,systemic_therapy,TSR,77.75,38.538
24,systemic_therapy,Exact_Match_P,0.75,0.433
24,surgical_planning,TSR,86.5,19.092
24,surgical_planning,Exact_Match_P,0.833,0.236
25,tumor_biology,TSR,35.25,38.893
25,tumor_biology,Exact_Match_P,0.25,0.433
25,primary_tumor_status,TSR,100.0,0.0
25,primary_tumor_status,Exact_Match_P,1.0,0.0
25,liver_metastases,TSR,91.5,22.489
25,liver_metastases,Exact_Match_P,0.625,0.484
25,extrahepatic_disease,TSR,44.0,28.0
25,extrahepatic_disease,Exact_Match_P,0.2,0.4
25,imaging,TSR,100.0,0.0
25,imaging,Exact_Match_P,1.0,0.0
25,systemic_therapy,TSR,92.75,12.557
25,systemic_therapy,Exact_Match_P,0.75,0.433
25,surgical_planning,TSR,48.944,36.243
25,surgical_planning,Exact_Match_P,0.333,0.471
26,tumor_biology,TSR,83.25,29.012
26,tumor_biology,Exact_Match_P,0.75,0.433
26,primary_tumor_status,TSR,84.8,30.4
26,primary_tumor_status,Exact_Match_P,0.8,0.4
26,liver_metastases,TSR,79.25,36.027
26,liver_metastases,Exact_Match_P,0.625,0.484
26,extrahepatic_disease,TSR,86.4,27.2
26,extrahepatic_disease,Exact_Match_P,0.8,0.4
26,imaging,TSR,100.0,0.0
26,imaging,Exact_Match_P,1.0,0.0
26,systemic_therapy,TSR,76.25,31.148
26,systemic_therapy,Exact_Match_P,0.625,0.415
26,surgical_planning,TSR,70.667,41.484
26,surgical_planning,Exact_Match_P,0.667,0.471
27,tumor_biology,TSR,32.5,40.85
27,tumor_biology,Exact_Match_P,0.25,0.433
27,primary_tumor_status,TSR,78.25,37.672
27,primary_tumor_status,Exact_Match_P,0.75,0.433
27,liver_metastases,TSR,66.5,34.099
27,liver_metastases,Exact_Match_P,0.25,0.433
27,extrahepatic_disease,TSR,30.4,34.8
27,extrahepatic_disease,Exact_Match_P,0.2,0.4
27,imaging,TSR,75.0,35.355
27,imaging,Exact_Match_P,0.667,0.471
27,systemic_therapy,TSR,100.0,0.0
27,systemic_therapy,Exact_Match_P,1.0,0.0
27,surgical_planning,TSR,66.667,47.14
27,surgical_planning,Exact_Match_P,0.667,0.471
28,tumor_biology,TSR,57.5,43.804
28,tumor_biology,Exact_Match_P,0.5,0.5
28,primary_tumor_status,TSR,67.4,40.078
28,primary_tumor_status,Exact_Match_P,0.6,0.49
28,liver_metastases,TSR,89.375,19.006
28,liver_metastases,Exact_Match_P,0.75,0.433
28,extrahepatic_disease,TSR,16.8,7.6
28,extrahepatic_disease,Exact_Match_P,0.0,0.0
28,imaging,TSR,100.0,0.0
28,imaging,Exact_Match_P,1.0,0.0
28,systemic_therapy,TSR,82.5,30.311
28,systemic_therapy,Exact_Match_P,0.75,0.433
28,surgical_planning,TSR,63.0,44.774
28,surgical_planning,Exact_Match_P,0.5,0.408
29,tumor_biology,TSR,41.25,36.465
29,tumor_biology,Exact_Match_P,0.25,0.433
29,primary_tumor_status,TSR,81.0,32.909
29,primary_tumor_status,Exact_Match_P,0.75,0.433
29,liver_metastases,TSR,91.25,23.15
29,liver_metastases,Exact_Match_P,0.875,0.331
29,extrahepatic_disease,TSR,82.6,34.8
29,extrahepatic_disease,Exact_Match_P,0.8,0.4
29,imaging,TSR,100.0,0.0
29,imaging,Exact_Match_P,1.0,0.0
29,systemic_therapy,TSR,100.0,0.0
29,systemic_therapy,Exact_Match_P,1.0,0.0
29,surgical_planning,TSR,48.0,37.665
29,surgical_planning,Exact_Match_P,0.333,0.471
30,tumor_biology,TSR,75.0,43.301
30,tumor_biology,Exact_Match_P,0.75,0.433
30,primary_tumor_status,TSR,59.25,40.935
30,primary_tumor_status,Exact_Match_P,0.5,0.5
30,liver_metastases,TSR,93.5,17.197
30,liver_metastases,Exact_Match_P,0.875,0.331
30,extrahepatic_disease,TSR,62.6,45.99
30,extrahepatic_disease,Exact_Match_P,0.6,0.49
30,imaging,TSR,100.0,0.0
30,imaging,Exact_Match_P,0.889,0.157
30,systemic_therapy,TSR,95.25,8.227
30,systemic_therapy,Exact_Match_P,0.875,0.217
30,surgical_planning,TSR,39.833,43.283
30,surgical_planning,Exact_Match_P,0.333,0.471
31,tumor_biology,TSR,82.5,30.311
31,tumor_biology,Exact_Match_P,0.75,0.433
31,primary_tumor_status,TSR,84.8,30.4
31,primary_tumor_status,Exact_Match_P,0.8,0.4
31,liver_metastases,TSR,82.75,29.878
31,liver_metastases,Exact_Match_P,0.5,0.5
31,extrahepatic_disease,TSR,45.2,44.995
31,extrahepatic_disease,Exact_Match_P,0.4,0.49
31,imaging,TSR,100.0,0.0
31,imaging,Exact_Match_P,1.0,0.0
31,systemic_therapy,TSR,100.0,0.0
31,systemic_therapy,Exact_Match_P,1.0,0.0
31,surgical_planning,TSR,44.0,41.697
31,surgical_planning,Exact_Match_P,0.333,0.471
32,tumor_biology,TSR,75.0,43.301
32,tumor_biology,Exact_Match_P,0.75,0.433
32,primary_tumor_status,TSR,67.4,40.078
32,primary_tumor_status,Exact_Match_P,0.6,0.49
32,liver_metastases,TSR,73.625,35.284
32,liver_metastases,Exact_Match_P,0.625,0.484
32,extrahepatic_disease,TSR,16.8,7.6
32,extrahepatic_disease,Exact_Match_P,0.0,0.0
32,imaging,TSR,83.333,23.57
32,imaging,Exact_Match_P,0.833,0.236
32,systemic_therapy,TSR,76.375,28.582
32,systemic_therapy,Exact_Match_P,0.5,0.5
32,surgical_planning,TSR,48.333,40.893
32,surgical_planning,Exact_Match_P,0.333,0.471
33,tumor_biology,TSR,100.0,0.0
33,tumor_biology,Exact_Match_P,0.75,0.433
33,primary_tumor_status,TSR,100.0,0.0
33,primary_tumor_status,Exact_Match_P,1.0,0.0
33,liver_metastases,TSR,65.0,36.139
33,liver_metastases,Exact_Match_P,0.375,0.484
33,extrahepatic_disease,TSR,16.8,7.6
33,extrahepatic_disease,Exact_Match_P,0.0,0.0
33,imaging,TSR,78.667,30.17
33,imaging,Exact_Match_P,0.667,0.471
33,systemic_therapy,TSR,76.375,28.582
33,systemic_therapy,Exact_Match_P,0.5,0.5
33,surgical_planning,TSR,43.333,41.899
33,surgical_planning,Exact_Match_P,0.333,0.471
34,tumor_biology,TSR,83.25,29.012
34,tumor_biology,Exact_Match_P,0.75,0.433
34,primary_tumor_status,TSR,84.8,30.4
34,primary_tumor_status,Exact_Match_P,0.8,0.4
34,liver_metastases,TSR,87.5,33.072
34,liver_metastases,Exact_Match_P,0.875,0.331
34,extrahepatic_disease,TSR,16.8,7.6
34,extrahepatic_disease,Exact_Match_P,0.0,0.0
34,imaging,TSR,100.0,0.0
34,imaging,Exact_Match_P,0.917,0.118
34,systemic_therapy,TSR,95.25,8.227
34,systemic_therapy,Exact_Match_P,0.875,0.217
34,surgical_planning,TSR,44.0,41.697
34,surgical_planning,Exact_Match_P,0.333,0.471
35,tumor_biology,TSR,100.0,0.0
35,tumor_biology,Exact_Match_P,1.0,0.0
35,primary_tumor_status,TSR,100.0,0.0
35,primary_tumor_status,Exact_Match_P,1.0,0.0
35,liver_metastases,TSR,66.875,33.643
35,liver_metastases,Exact_Match_P,0.5,0.5
35,extrahepatic_disease,TSR,45.2,44.995
35,extrahepatic_disease,Exact_Match_P,0.4,0.49
35,imaging,TSR,90.778,13.042
35,imaging,Exact_Match_P,0.889,0.157
35,systemic_therapy,TSR,96.0,6.928
35,systemic_therapy,Exact_Match_P,0.75,0.433
35,surgical_planning,TSR,56.333,31.095
35,surgical_planning,Exact_Match_P,0.333,0.471
36,tumor_biology,TSR,75.0,43.301
36,tumor_biology,Exact_Match_P,0.75,0.433
36,primary_tumor_status,TSR,100.0,0.0
36,primary_tumor_status,Exact_Match_P,1.0,0.0
36,liver_metastases,TSR,83.75,28.887
36,liver_metastases,Exact_Match_P,0.75,0.433
36,extrahepatic_disease,TSR,100.0,0.0
36,extrahepatic_disease,Exact_Match_P,1.0,0.0
36,imaging,TSR,93.083,9.782
36,imaging,Exact_Match_P,0.917,0.118
36,systemic_therapy,TSR,95.25,8.227
36,systemic_therapy,Exact_Match_P,0.875,0.217
36,surgical_planning,TSR,76.667,32.998
36,surgical_planning,Exact_Match_P,0.667,0.471
37,tumor_biology,TSR,57.5,42.553
37,tumor_biology,Exact_Match_P,0.5,0.5
37,primary_tumor_status,TSR,84.8,30.4
37,primary_tumor_status,Exact_Match_P,0.8,0.4
37,liver_metastases,TSR,82.5,30.311
37,liver_metastases,Exact_Match_P,0.75,0.433
37,extrahepatic_disease,TSR,100.0,0.0
37,extrahepatic_disease,Exact_Match_P,1.0,0.0
37,imaging,TSR,74.667,35.827
37,imaging,Exact_Match_P,0.667,0.471
37,systemic_therapy,TSR,77.75,38.538
37,systemic_therapy,Exact_Match_P,0.75,0.433
37,surgical_planning,TSR,44.0,41.697
37,surgical_planning,Exact_Match_P,0.333,0.471
38,tumor_biology,TSR,100.0,0.0
38,tumor_biology,Exact_Match_P,1.0,0.0
38,primary_tumor_status,TSR,84.8,30.4
38,primary_tumor_status,Exact_Match_P,0.8,0.4
38,liver_metastases,TSR,56.25,33.889
38,liver_metastases,Exact_Match_P,0.25,0.433
38,extrahepatic_disease,TSR,100.0,0.0
38,extrahepatic_disease,Exact_Match_P,1.0,0.0
38,imaging,TSR,73.0,38.184
38,imaging,Exact_Match_P,0.667,0.471
38,systemic_therapy,TSR,95.25,8.227
38,systemic_therapy,Exact_Match_P,0.875,0.217
38,surgical_planning,TSR,45.667,38.784
38,surgical_planning,Exact_Match_P,0.333,0.471
39,tumor_biology,TSR,50.0,50.0
39,tumor_biology,Exact_Match_P,0.5,0.5
39,primary_tumor_status,TSR,100.0,0.0
39,primary_tumor_status,Exact_Match_P,1.0,0.0
39,liver_metastases,TSR,93.5,17.197
39,liver_metastases,Exact_Match_P,0.625,0.484
39,extrahepatic_disease,TSR,100.0,0.0
39,extrahepatic_disease,Exact_Match_P,1.0,0.0
39,imaging,TSR,100.0,0.0
39,imaging,Exact_Match_P,1.0,0.0
39,systemic_therapy,TSR,100.0,0.0
39,systemic_therapy,Exact_Match_P,1.0,0.0
39,surgical_planning,TSR,33.333,47.14
39,surgical_planning,Exact_Match_P,0.333,0.471
40,tumor_biology,TSR,100.0,0.0
40,tumor_biology,Exact_Match_P,1.0,0.0
40,primary_tumor_status,TSR,70.8,35.813
40,primary_tumor_status,Exact_Match_P,0.6,0.49
40,liver_metastases,TSR,93.5,17.197
40,liver_metastases,Exact_Match_P,0.75,0.433
40,extrahepatic_disease,TSR,47.8,42.621
40,extrahepatic_disease,Exact_Match_P,0.4,0.49
40,imaging,TSR,93.083,9.782
40,imaging,Exact_Match_P,0.833,0.236
40,systemic_therapy,TSR,95.25,8.227
40,systemic_therapy,Exact_Match_P,0.875,0.217
40,surgical_planning,TSR,33.333,47.14
40,surgical_planning,Exact_Match_P,0.333,0.471
68,tumor_biology,TSR,40.75,36.561
68,tumor_biology,Exact_Match_P,0.25,0.433
68,primary_tumor_status,TSR,56.5,43.5
68,primary_tumor_status,Exact_Match_P,0.5,0.5
68,liver_metastases,TSR,82.5,30.311
68,liver_metastases,Exact_Match_P,0.75,0.433
68,extrahepatic_disease,TSR,50.8,41.407
68,extrahepatic_disease,Exact_Match_P,0.4,0.49
68,imaging,TSR,100.0,0.0
68,imaging,Exact_Match_P,0.889,0.157
68,systemic_therapy,TSR,64.25,36.376
68,systemic_therapy,Exact_Match_P,0.5,0.5
68,surgical_planning,TSR,53.667,32.765
68,surgical_planning,Exact_Match_P,0.333,0.471
72,tumor_biology,TSR,50.0,50.0
72,tumor_biology,Exact_Match_P,0.5,0.5
72,primary_tumor_status,TSR,65.2,42.621
72,primary_tumor_status,Exact_Match_P,0.6,0.49
72,liver_metastases,TSR,91.25,23.15
72,liver_metastases,Exact_Match_P,0.875,0.331
72,extrahepatic_disease,TSR,58.0,34.293
72,extrahepatic_disease,Exact_Match_P,0.4,0.49
72,imaging,TSR,76.667,32.998
