Case_N,Domain,Metric,Mean,STD
30,extrahepatic_disease,TSR,,
30,extrahepatic_disease,Exact_Match_P,,
30,imaging,TSR,100.0,0.0
30,imaging,Exact_Match_P,0.667,0.0
30,systemic_therapy,TSR,71.667,15.37
30,systemic_therapy,Exact_Match_P,0.167,0.236
30,surgical_planning,TSR,100.0,0.0
30,surgical_planning,Exact_Match_P,1.0,0.0
31,tumor_biology,TSR,100.0,0.0
31,tumor_biology,Exact_Match_P,1.0,0.0
31,primary_tumor_status,TSR,,
31,primary_tumor_status,Exact_Match_P,,
31,liver_metastases,TSR,80.5,33.775
31,liver_metastases,Exact_Match_P,0.25,0.433
31,extrahepatic_disease,TSR,,
31,extrahepatic_disease,Exact_Match_P,,
31,imaging,TSR,100.0,0.0
31,imaging,Exact_Match_P,1.0,0.0
31,systemic_therapy,TSR,100.0,0.0
31,systemic_therapy,Exact_Match_P,1.0,0.0
31,surgical_planning,TSR,100.0,0.0
31,surgical_planning,Exact_Match_P,1.0,0.0
32,tumor_biology,TSR,,
32,tumor_biology,Exact_Match_P,,
32,primary_tumor_status,TSR,,
32,primary_tumor_status,Exact_Match_P,,
32,liver_metastases,TSR,100.0,0.0
32,liver_metastases,Exact_Match_P,1.0,0.0
32,extrahepatic_disease,TSR,,
32,extrahepatic_disease,Exact_Match_P,,
32,imaging,TSR,,
32,imaging,Exact_Match_P,,
32,systemic_therapy,TSR,91.833,11.549
32,systemic_therapy,Exact_Match_P,0.667,0.471
32,surgical_planning,TSR,,
32,surgical_planning,Exact_Match_P,,
33,tumor_biology,TSR,100.0,0.0
33,tumor_biology,Exact_Match_P,1.0,0.0
33,primary_tumor_status,TSR,,
33,primary_tumor_status,Exact_Match_P,,
33,liver_metastases,TSR,75.0,43.301
33,liver_metastases,Exact_Match_P,0.75,0.433
33,extrahepatic_disease,TSR,,
33,extrahepatic_disease,Exact_Match_P,,
33,imaging,TSR,100.0,0.0
33,imaging,Exact_Match_P,1.0,0.0
33,systemic_therapy,TSR,93.667,8.957
33,systemic_therapy,Exact_Match_P,0.833,0.236
33,surgical_planning,TSR,100.0,0.0
33,surgical_planning,Exact_Match_P,1.0,0.0
34,tumor_biology,TSR,0.0,0.0
34,tumor_biology,Exact_Match_P,0.0,0.0
34,primary_tumor_status,TSR,,
34,primary_tumor_status,Exact_Match_P,,
34,liver_metastases,TSR,70.0,41.231
34,liver_metastases,Exact_Match_P,0.5,0.5
34,extrahepatic_disease,TSR,,
34,extrahepatic_disease,Exact_Match_P,,
34,imaging,TSR,100.0,0.0
34,imaging,Exact_Match_P,0.75,0.0
34,systemic_therapy,TSR,77.0,20.607
34,systemic_therapy,Exact_Match_P,0.5,0.408
34,surgical_planning,TSR,100.0,0.0
34,surgical_planning,Exact_Match_P,1.0,0.0
35,tumor_biology,TSR,50.0,50.0
35,tumor_biology,Exact_Match_P,0.5,0.5
35,primary_tumor_status,TSR,,
35,primary_tumor_status,Exact_Match_P,,
35,liver_metastases,TSR,81.75,31.61
35,liver_metastases,Exact_Match_P,0.75,0.433
35,extrahepatic_disease,TSR,,
35,extrahepatic_disease,Exact_Match_P,,
35,imaging,TSR,39.0,0.0
35,imaging,Exact_Match_P,0.0,0.0
35,systemic_therapy,TSR,100.0,0.0
35,systemic_therapy,Exact_Match_P,1.0,0.0
35,surgical_planning,TSR,100.0,0.0
35,surgical_planning,Exact_Match_P,1.0,0.0
36,tumor_biology,TSR,0.0,0.0
36,tumor_biology,Exact_Match_P,0.0,0.0
36,primary_tumor_status,TSR,,
36,primary_tumor_status,Exact_Match_P,,
36,liver_metastases,TSR,80.5,33.775
36,liver_metastases,Exact_Match_P,0.75,0.433
36,extrahepatic_disease,TSR,,
36,extrahepatic_disease,Exact_Match_P,,
36,imaging,TSR,100.0,0.0
36,imaging,Exact_Match_P,0.75,0.0
36,systemic_therapy,TSR,88.333,8.34
36,systemic_therapy,Exact_Match_P,0.5,0.408
36,surgical_planning,TSR,100.0,0.0
36,surgical_planning,Exact_Match_P,1.0,0.0
37,tumor_biology,TSR,,
37,tumor_biology,Exact_Match_P,,
37,primary_tumor_status,TSR,,
37,primary_tumor_status,Exact_Match_P,,
37,liver_metastases,TSR,80.0,40.0
37,liver_metastases,Exact_Match_P,0.8,0.4
37,extrahepatic_disease,TSR,,
37,extrahepatic_disease,Exact_Match_P,,
37,imaging,TSR,,
37,imaging,Exact_Match_P,,
37,systemic_therapy,TSR,100.0,0.0
37,systemic_therapy,Exact_Match_P,1.0,0.0
37,surgical_planning,TSR,100.0,0.0
37,surgical_planning,Exact_Match_P,1.0,0.0
38,tumor_biology,TSR,100.0,0.0
38,tumor_biology,Exact_Match_P,1.0,0.0
38,primary_tumor_status,TSR,,
38,primary_tumor_status,Exact_Match_P,,
38,liver_metastases,TSR,100.0,0.0
38,liver_metastases,Exact_Match_P,1.0,0.0
38,extrahepatic_disease,TSR,,
38,extrahepatic_disease,Exact_Match_P,,
38,imaging,TSR,100.0,0.0
38,imaging,Exact_Match_P,1.0,0.0
38,systemic_therapy,TSR,100.0,0.0
38,systemic_therapy,Exact_Match_P,1.0,0.0
38,surgical_planning,TSR,100.0,0.0
38,surgical_planning,Exact_Match_P,1.0,0.0
39,tumor_biology,TSR,,
39,tumor_biology,Exact_Match_P,,
39,primary_tumor_status,TSR,,
39,primary_tumor_status,Exact_Match_P,,
39,liver_metastases,TSR,100.0,0.0
39,liver_metastases,Exact_Match_P,0.5,0.5
39,extrahepatic_disease,TSR,,
39,extrahepatic_disease,Exact_Match_P,,
39,imaging,TSR,100.0,0.0
39,imaging,Exact_Match_P,1.0,0.0
39,systemic_therapy,TSR,94.667,7.542
39,systemic_therapy,Exact_Match_P,0.667,0.471
39,surgical_planning,TSR,100.0,0.0
39,surgical_planning,Exact_Match_P,1.0,0.0
40,tumor_biology,TSR,100.0,0.0
40,tumor_biology,Exact_Match_P,1.0,0.0
40,primary_tumor_status,TSR,,
40,primary_tumor_status,Exact_Match_P,,
40,liver_metastases,TSR,100.0,0.0
40,liver_metastases,Exact_Match_P,0.75,0.433
40,extrahepatic_disease,TSR,,
40,extrahepatic_disease,Exact_Match_P,,
40,imaging,TSR,100.0,0.0
40,imaging,Exact_Match_P,0.75,0.0
40,systemic_therapy,TSR,88.333,8.34
40,systemic_therapy,Exact_Match_P,0.5,0.408
40,surgical_planning,TSR,100.0,0.0
40,surgical_planning,Exact_Match_P,1.0,0.0
68,tumor_biology,TSR,,
68,tumor_biology,Exact_Match_P,,
68,primary_tumor_status,TSR,,
68,primary_tumor_status,Exact_Match_P,,
68,liver_metastases,TSR,100.0,0.0
68,liver_metastases,Exact_Match_P,1.0,0.0
68,extrahepatic_disease,TSR,100.0,0.0
68,extrahepatic_disease,Exact_Match_P,1.0,0.0
68,imaging,TSR,100.0,0.0
68,imaging,Exact_Match_P,0.667,0.0
68,systemic_therapy,TSR,,
68,systemic_therapy,Exact_Match_P,,
68,surgical_planning,TSR,,
68,surgical_planning,Exact_Match_P,,
72,tumor_biology,TSR,,
72,tumor_biology,Exact_Match_P,,
72,primary_tumor_status,TSR,100.0,0.0
72,primary_tumor_status,Exact_Match_P,1.0,0.0
72,liver_metastases,TSR,100.0,0.0
72,liver_metastases,Exact_Match_P,1.0,0.0
72,extrahepatic_disease,TSR,100.0,0.0
72,extrahepatic_disease,Exact_Match_P,1.0,0.0
72,imaging,TSR,100.0,0.0
72,imaging,Exact_Match_P,1.0,0.0
72,systemic_therapy,TSR,48.25,27.25
72,systemic_therapy,Exact_Match_P,0.0,0.0
72,surgical_planning,TSR,100.0,0.0
72,surgical_planning,Exact_Match_P,1.0,0.0
73,tumor_biology,TSR,100.0,0.0
73,tumor_biology,Exact_Match_P,1.0,0.0
73,primary_tumor_status,TSR,,
73,primary_tumor_status,Exact_Match_P,,
73,liver_metastases,TSR,100.0,0.0
73,liver_metastases,Exact_Match_P,1.0,0.0
73,extrahepatic_disease,TSR,100.0,0.0
73,extrahepatic_disease,Exact_Match_P,1.0,0.0
73,imaging,TSR,100.0,0.0
73,imaging,Exact_Match_P,1.0,0.0
73,systemic_therapy,TSR,90.5,9.5
73,systemic_therapy,Exact_Match_P,0.75,0.25
73,surgical_planning,TSR,,
73,surgical_planning,Exact_Match_P,,
75,tumor_biology,TSR,100.0,0.0
75,tumor_biology,Exact_Match_P,1.0,0.0
75,primary_tumor_status,TSR,,
75,primary_tumor_status,Exact_Match_P,,
75,liver_metastases,TSR,100.0,0.0
75,liver_metastases,Exact_Match_P,0.5,0.5
75,extrahepatic_disease,TSR,100.0,0.0
75,extrahepatic_disease,Exact_Match_P,1.0,0.0
75,imaging,TSR,100.0,0.0
75,imaging,Exact_Match_P,0.667,0.0
75,systemic_therapy,TSR,87.75,12.25
75,systemic_therapy,Exact_Match_P,0.5,0.5
75,surgical_planning,TSR,,
75,surgical_planning,Exact_Match_P,,
