Case_N,Domain,Metric,Mean,STD
10,liver_metastases,TSR,100.0,0.0
10,liver_metastases,Exact_Match_P,0.75,0.433
10,extrahepatic_disease,TSR,47.8,42.621
10,extrahepatic_disease,Exact_Match_P,0.4,0.49
10,imaging,TSR,77.333,32.056
10,imaging,Exact_Match_P,0.667,0.471
10,systemic_therapy,TSR,91.75,10.207
10,systemic_therapy,Exact_Match_P,0.75,0.25
10,surgical_planning,TSR,59.333,42.906
10,surgical_planning,Exact_Match_P,0.333,0.471
11,tumor_biology,TSR,75.0,43.301
11,tumor_biology,Exact_Match_P,0.75,0.433
11,primary_tumor_status,TSR,47.4,42.954
11,primary_tumor_status,Exact_Match_P,0.4,0.49
11,liver_metastases,TSR,83.0,29.445
11,liver_metastases,Exact_Match_P,0.625,0.484
11,extrahepatic_disease,TSR,82.6,34.8
11,extrahepatic_disease,Exact_Match_P,0.8,0.4
11,imaging,TSR,100.0,0.0
11,imaging,Exact_Match_P,0.889,0.157
11,systemic_therapy,TSR,98.0,3.464
11,systemic_therapy,Exact_Match_P,0.875,0.217
11,surgical_planning,TSR,63.0,44.774
11,surgical_planning,Exact_Match_P,0.5,0.408
12,tumor_biology,TSR,75.0,43.301
12,tumor_biology,Exact_Match_P,0.75,0.433
12,primary_tumor_status,TSR,82.2,35.6
12,primary_tumor_status,Exact_Match_P,0.8,0.4
12,liver_metastases,TSR,62.25,38.111
12,liver_metastases,Exact_Match_P,0.5,0.5
12,extrahepatic_disease,TSR,16.8,7.6
12,extrahepatic_disease,Exact_Match_P,0.0,0.0
12,imaging,TSR,100.0,0.0
12,imaging,Exact_Match_P,1.0,0.0
12,systemic_therapy,TSR,93.75,10.825
12,systemic_therapy,Exact_Match_P,0.875,0.217
12,surgical_planning,TSR,48.0,40.923
12,surgical_planning,Exact_Match_P,0.333,0.471
13,tumor_biology,TSR,100.0,0.0
13,tumor_biology,Exact_Match_P,1.0,0.0
13,primary_tumor_status,TSR,100.0,0.0
13,primary_tumor_status,Exact_Match_P,1.0,0.0
13,liver_metastases,TSR,78.375,38.059
13,liver_metastases,Exact_Match_P,0.75,0.433
13,extrahepatic_disease,TSR,100.0,0.0
13,extrahepatic_disease,Exact_Match_P,1.0,0.0
13,imaging,TSR,100.0,0.0
13,imaging,Exact_Match_P,0.889,0.157
13,systemic_therapy,TSR,100.0,0.0
13,systemic_therapy,Exact_Match_P,1.0,0.0
13,surgical_planning,TSR,66.667,47.14
13,surgical_planning,Exact_Match_P,0.667,0.471
14,tumor_biology,TSR,75.0,43.301
14,tumor_biology,Exact_Match_P,0.75,0.433
14,primary_tumor_status,TSR,56.0,44.006
14,primary_tumor_status,Exact_Match_P,0.5,0.5
14,liver_metastases,TSR,70.0,39.686
14,liver_metastases,Exact_Match_P,0.5,0.5
14,extrahepatic_disease,TSR,100.0,0.0
14,extrahepatic_disease,Exact_Match_P,1.0,0.0
14,imaging,TSR,100.0,0.0
14,imaging,Exact_Match_P,1.0,0.0
14,systemic_therapy,TSR,80.5,33.775
14,systemic_therapy,Exact_Match_P,0.75,0.433
14,surgical_planning,TSR,48.0,40.923
14,surgical_planning,Exact_Match_P,0.333,0.471
15,tumor_biology,TSR,100.0,0.0
15,tumor_biology,Exact_Match_P,1.0,0.0
15,primary_tumor_status,TSR,100.0,0.0
15,primary_tumor_status,Exact_Match_P,1.0,0.0
15,liver_metastases,TSR,72.75,35.255
15,liver_metastases,Exact_Match_P,0.375,0.484
15,extrahepatic_disease,TSR,82.6,34.8
15,extrahepatic_disease,Exact_Match_P,0.8,0.4
15,imaging,TSR,100.0,0.0
15,imaging,Exact_Match_P,1.0,0.0
15,systemic_therapy,TSR,76.5,32.136
15,systemic_therapy,Exact_Match_P,0.5,0.5
15,surgical_planning,TSR,20.0,14.142
15,surgical_planning,Exact_Match_P,0.0,0.0
16,tumor_biology,TSR,57.5,43.804
16,tumor_biology,Exact_Match_P,0.5,0.5
16,primary_tumor_status,TSR,68.6,38.831
16,primary_tumor_status,Exact_Match_P,0.6,0.49
16,liver_metastases,TSR,80.25,34.503
16,liver_metastases,Exact_Match_P,0.75,0.433
16,extrahepatic_disease,TSR,36.6,33.607
16,extrahepatic_disease,Exact_Match_P,0.2,0.4
16,imaging,TSR,100.0,0.0
16,imaging,Exact_Match_P,0.833,0.236
16,systemic_therapy,TSR,75.0,43.301
16,systemic_therapy,Exact_Match_P,0.75,0.433
16,surgical_planning,TSR,57.333,42.122
16,surgical_planning,Exact_Match_P,0.5,0.408
17,tumor_biology,TSR,41.25,36.465
17,tumor_biology,Exact_Match_P,0.25,0.433
17,primary_tumor_status,TSR,78.25,37.672
17,primary_tumor_status,Exact_Match_P,0.75,0.433
17,liver_metastases,TSR,100.0,0.0
17,liver_metastases,Exact_Match_P,0.875,0.331
17,extrahepatic_disease,TSR,86.4,27.2
17,extrahepatic_disease,Exact_Match_P,0.8,0.4
17,imaging,TSR,100.0,0.0
17,imaging,Exact_Match_P,0.889,0.157
17,systemic_therapy,TSR,97.5,4.33
17,systemic_therapy,Exact_Match_P,0.875,0.217
17,surgical_planning,TSR,43.333,41.899
17,surgical_planning,Exact_Match_P,0.333,0.471
18,tumor_biology,TSR,38.25,37.738
18,tumor_biology,Exact_Match_P,0.25,0.433
18,primary_tumor_status,TSR,100.0,0.0
18,primary_tumor_status,Exact_Match_P,1.0,0.0
18,liver_metastases,TSR,70.25,38.671
18,liver_metastases,Exact_Match_P,0.625,0.484
18,extrahepatic_disease,TSR,86.4,27.2
18,extrahepatic_disease,Exact_Match_P,0.8,0.4
18,imaging,TSR,100.0,0.0
18,imaging,Exact_Match_P,0.889,0.157
18,systemic_therapy,TSR,79.75,35.074
18,systemic_therapy,Exact_Match_P,0.75,0.433
18,surgical_planning,TSR,29.0,23.281
18,surgical_planning,Exact_Match_P,0.167,0.236
19,tumor_biology,TSR,57.5,43.804
19,tumor_biology,Exact_Match_P,0.5,0.5
19,primary_tumor_status,TSR,47.4,42.954
19,primary_tumor_status,Exact_Match_P,0.4,0.49
19,liver_metastases,TSR,80.25,34.503
19,liver_metastases,Exact_Match_P,0.75,0.433
19,extrahepatic_disease,TSR,44.0,28.0
19,extrahepatic_disease,Exact_Match_P,0.2,0.4
19,imaging,TSR,79.667,28.756
19,imaging,Exact_Match_P,0.556,0.416
19,systemic_therapy,TSR,98.5,2.598
19,systemic_therapy,Exact_Match_P,0.75,0.433
19,surgical_planning,TSR,49.0,36.451
19,surgical_planning,Exact_Match_P,0.333,0.471
20,tumor_biology,TSR,77.75,38.538
20,tumor_biology,Exact_Match_P,0.75,0.433
20,primary_tumor_status,TSR,60.75,39.946
20,primary_tumor_status,Exact_Match_P,0.5,0.5
20,liver_metastases,TSR,66.5,43.54
20,liver_metastases,Exact_Match_P,0.625,0.484
20,extrahepatic_disease,TSR,86.0,28.0
20,extrahepatic_disease,Exact_Match_P,0.8,0.4
20,imaging,TSR,100.0,0.0
20,imaging,Exact_Match_P,0.833,0.236
20,systemic_therapy,TSR,80.0,29.155
20,systemic_therapy,Exact_Match_P,0.625,0.415
20,surgical_planning,TSR,57.111,42.045
20,surgical_planning,Exact_Match_P,0.556,0.416
21,tumor_biology,TSR,54.75,45.746
21,tumor_biology,Exact_Match_P,0.5,0.5
21,primary_tumor_status,TSR,77.75,38.538
21,primary_tumor_status,Exact_Match_P,0.75,0.433
21,liver_metastases,TSR,91.25,23.15
21,liver_metastases,Exact_Match_P,0.875,0.331
21,extrahepatic_disease,TSR,51.6,40.123
21,extrahepatic_disease,Exact_Match_P,0.4,0.49
21,imaging,TSR,100.0,0.0
21,imaging,Exact_Match_P,0.889,0.157
21,systemic_therapy,TSR,100.0,0.0
21,systemic_therapy,Exact_Match_P,1.0,0.0
21,surgical_planning,TSR,58.889,42.716
21,surgical_planning,Exact_Match_P,0.556,0.416
22,tumor_biology,TSR,16.25,16.346
22,tumor_biology,Exact_Match_P,0.0,0.0
22,primary_tumor_status,TSR,56.0,44.006
22,primary_tumor_status,Exact_Match_P,0.5,0.5
22,liver_metastases,TSR,89.0,29.103
22,liver_metastases,Exact_Match_P,0.875,0.331
22,extrahepatic_disease,TSR,86.4,27.2
22,extrahepatic_disease,Exact_Match_P,0.8,0.4
22,imaging,TSR,78.667,30.17
22,imaging,Exact_Match_P,0.556,0.416
22,systemic_therapy,TSR,100.0,0.0
22,systemic_therapy,Exact_Match_P,1.0,0.0
22,surgical_planning,TSR,40.5,22.683
22,surgical_planning,Exact_Match_P,0.167,0.236
23,tumor_biology,TSR,75.0,43.301
23,tumor_biology,Exact_Match_P,0.75,0.433
23,primary_tumor_status,TSR,82.2,35.6
23,primary_tumor_status,Exact_Match_P,0.8,0.4
23,liver_metastases,TSR,78.75,37.562
23,liver_metastases,Exact_Match_P,0.75,0.433
23,extrahepatic_disease,TSR,49.0,42.867
23,extrahepatic_disease,Exact_Match_P,0.4,0.49
23,imaging,TSR,100.0,0.0
23,imaging,Exact_Match_P,0.833,0.236
23,systemic_therapy,TSR,100.0,0.0
23,systemic_therapy,Exact_Match_P,1.0,0.0
23,surgical_planning,TSR,100.0,0.0
23,surgical_planning,Exact_Match_P,1.0,0.0
24,tumor_biology,TSR,75.0,43.301
24,tumor_biology,Exact_Match_P,0.75,0.433
24,primary_tumor_status,TSR,100.0,0.0
24,primary_tumor_status,Exact_Match_P,1.0,0.0
24,liver_metastases,TSR,69.5,39.683
24,liver_metastases,Exact_Match_P,0.625,0.484
24,extrahepatic_disease,TSR,39.4,30.5
24,extrahepatic_disease,Exact_Match_P,0.2,0.4
24,imaging,TSR,100.0,0.0
24,imaging,Exact_Match_P,1.0,0.0
24,systemic_therapy,TSR,100.0,0.0
24,systemic_therapy,Exact_Match_P,1.0,0.0
24,surgical_planning,TSR,100.0,0.0
24,surgical_planning,Exact_Match_P,1.0,0.0
25,tumor_biology,TSR,38.5,37.239
25,tumor_biology,Exact_Match_P,0.25,0.433
25,primary_tumor_status,TSR,100.0,0.0
25,primary_tumor_status,Exact_Match_P,1.0,0.0
25,liver_metastases,TSR,80.375,34.395
25,liver_metastases,Exact_Match_P,0.75,0.433
25,extrahepatic_disease,TSR,44.0,28.0
25,extrahepatic_disease,Exact_Match_P,0.2,0.4
25,imaging,TSR,100.0,0.0
25,imaging,Exact_Match_P,0.889,0.157
25,systemic_therapy,TSR,100.0,0.0
25,systemic_therapy,Exact_Match_P,1.0,0.0
25,surgical_planning,TSR,55.833,33.327
25,surgical_planning,Exact_Match_P,0.444,0.416
26,tumor_biology,TSR,77.75,38.538
26,tumor_biology,Exact_Match_P,0.75,0.433
26,primary_tumor_status,TSR,100.0,0.0
26,primary_tumor_status,Exact_Match_P,1.0,0.0
26,liver_metastases,TSR,75.375,32.454
26,liver_metastases,Exact_Match_P,0.5,0.5
26,extrahepatic_disease,TSR,100.0,0.0
26,extrahepatic_disease,Exact_Match_P,1.0,0.0
26,imaging,TSR,100.0,0.0
26,imaging,Exact_Match_P,0.833,0.236
26,systemic_therapy,TSR,72.25,28.778
26,systemic_therapy,Exact_Match_P,0.375,0.415
26,surgical_planning,TSR,66.667,47.14
26,surgical_planning,Exact_Match_P,0.667,0.471
27,tumor_biology,TSR,57.5,43.804
27,tumor_biology,Exact_Match_P,0.5,0.5
27,primary_tumor_status,TSR,84.8,30.4
27,primary_tumor_status,Exact_Match_P,0.8,0.4
27,liver_metastases,TSR,73.0,34.9
27,liver_metastases,Exact_Match_P,0.375,0.484
27,extrahepatic_disease,TSR,30.4,34.8
27,extrahepatic_disease,Exact_Match_P,0.2,0.4
27,imaging,TSR,78.333,30.641
27,imaging,Exact_Match_P,0.667,0.471
27,systemic_therapy,TSR,96.0,6.928
27,systemic_therapy,Exact_Match_P,0.75,0.433
27,surgical_planning,TSR,66.667,47.14
27,surgical_planning,Exact_Match_P,0.667,0.471
28,tumor_biology,TSR,57.5,43.804
28,tumor_biology,Exact_Match_P,0.5,0.5
28,primary_tumor_status,TSR,78.25,37.672
28,primary_tumor_status,Exact_Match_P,0.75,0.433
28,liver_metastases,TSR,93.5,17.197
28,liver_metastases,Exact_Match_P,0.75,0.433
28,extrahepatic_disease,TSR,82.6,34.8
28,extrahepatic_disease,Exact_Match_P,0.8,0.4
28,imaging,TSR,100.0,0.0
28,imaging,Exact_Match_P,1.0,0.0
28,systemic_therapy,TSR,76.375,28.582
28,systemic_therapy,Exact_Match_P,0.5,0.5
28,surgical_planning,TSR,66.667,47.14
28,surgical_planning,Exact_Match_P,0.667,0.471
29,tumor_biology,TSR,48.75,29.66
29,tumor_biology,Exact_Match_P,0.25,0.433
29,primary_tumor_status,TSR,100.0,0.0
29,primary_tumor_status,Exact_Match_P,1.0,0.0
29,liver_metastases,TSR,84.75,26.794
29,liver_metastases,Exact_Match_P,0.75,0.433
29,extrahepatic_disease,TSR,100.0,0.0
29,extrahepatic_disease,Exact_Match_P,1.0,0.0
29,imaging,TSR,71.667,40.069
29,imaging,Exact_Match_P,0.667,0.471
29,systemic_therapy,TSR,100.0,0.0
29,systemic_therapy,Exact_Match_P,1.0,0.0
29,surgical_planning,TSR,100.0,0.0
29,surgical_planning,Exact_Match_P,1.0,0.0
30,tumor_biology,TSR,58.25,43.35
30,tumor_biology,Exact_Match_P,0.5,0.5
30,primary_tumor_status,TSR,100.0,0.0
30,primary_tumor_status,Exact_Match_P,1.0,0.0
30,liver_metastases,TSR,100.0,0.0
30,liver_metastases,Exact_Match_P,1.0,0.0
30,extrahepatic_disease,TSR,100.0,0.0
30,extrahepatic_disease,Exact_Match_P,1.0,0.0
30,imaging,TSR,100.0,0.0
30,imaging,Exact_Match_P,0.889,0.157
30,systemic_therapy,TSR,78.75,18.102
30,systemic_therapy,Exact_Match_P,0.375,0.415
30,surgical_planning,TSR,49.833,35.731
30,surgical_planning,Exact_Match_P,0.333,0.471
31,tumor_biology,TSR,82.5,30.311
31,tumor_biology,Exact_Match_P,0.75,0.433
31,primary_tumor_status,TSR,100.0,0.0
31,primary_tumor_status,Exact_Match_P,1.0,0.0
31,liver_metastases,TSR,66.5,34.154
31,liver_metastases,Exact_Match_P,0.25,0.433
31,extrahepatic_disease,TSR,45.2,44.995
31,extrahepatic_disease,Exact_Match_P,0.4,0.49
31,imaging,TSR,100.0,0.0
31,imaging,Exact_Match_P,1.0,0.0
31,systemic_therapy,TSR,100.0,0.0
31,systemic_therapy,Exact_Match_P,1.0,0.0
31,surgical_planning,TSR,66.667,47.14
31,surgical_planning,Exact_Match_P,0.667,0.471
32,tumor_biology,TSR,50.0,50.0
32,tumor_biology,Exact_Match_P,0.5,0.5
32,primary_tumor_status,TSR,100.0,0.0
32,primary_tumor_status,Exact_Match_P,1.0,0.0
32,liver_metastases,TSR,84.75,26.794
32,liver_metastases,Exact_Match_P,0.75,0.433
32,extrahepatic_disease,TSR,30.4,34.8
32,extrahepatic_disease,Exact_Match_P,0.2,0.4
32,imaging,TSR,73.0,38.184
32,imaging,Exact_Match_P,0.667,0.471
32,systemic_therapy,TSR,76.375,28.582
32,systemic_therapy,Exact_Match_P,0.5,0.5
32,surgical_planning,TSR,48.333,40.893
32,surgical_planning,Exact_Match_P,0.333,0.471
33,tumor_biology,TSR,75.0,43.301
33,tumor_biology,Exact_Match_P,0.75,0.433
33,primary_tumor_status,TSR,100.0,0.0
33,primary_tumor_status,Exact_Match_P,1.0,0.0
33,liver_metastases,TSR,63.5,38.481
33,liver_metastases,Exact_Match_P,0.5,0.5
33,extrahepatic_disease,TSR,82.6,34.8
33,extrahepatic_disease,Exact_Match_P,0.8,0.4
33,imaging,TSR,100.0,0.0
33,imaging,Exact_Match_P,1.0,0.0
33,systemic_therapy,TSR,77.75,28.639
33,systemic_therapy,Exact_Match_P,0.625,0.415
33,surgical_planning,TSR,43.333,41.899
33,surgical_planning,Exact_Match_P,0.333,0.471
34,tumor_biology,TSR,75.0,43.301
34,tumor_biology,Exact_Match_P,0.75,0.433
34,primary_tumor_status,TSR,100.0,0.0
34,primary_tumor_status,Exact_Match_P,1.0,0.0
34,liver_metastases,TSR,70.0,36.277
34,liver_metastases,Exact_Match_P,0.5,0.5
34,extrahepatic_disease,TSR,16.8,7.6
34,extrahepatic_disease,Exact_Match_P,0.0,0.0
34,imaging,TSR,100.0,0.0
34,imaging,Exact_Match_P,0.917,0.118
34,systemic_therapy,TSR,82.75,20.437
34,systemic_therapy,Exact_Match_P,0.625,0.415
34,surgical_planning,TSR,76.667,32.998
34,surgical_planning,Exact_Match_P,0.667,0.471
35,tumor_biology,TSR,75.0,43.301
35,tumor_biology,Exact_Match_P,0.75,0.433
35,primary_tumor_status,TSR,100.0,0.0
35,primary_tumor_status,Exact_Match_P,1.0,0.0
35,liver_metastases,TSR,84.375,27.568
35,liver_metastases,Exact_Match_P,0.75,0.433
35,extrahepatic_disease,TSR,100.0,0.0
35,extrahepatic_disease,Exact_Match_P,1.0,0.0
35,imaging,TSR,79.667,28.756
35,imaging,Exact_Match_P,0.667,0.471
35,systemic_therapy,TSR,81.0,32.909
35,systemic_therapy,Exact_Match_P,0.75,0.433
35,surgical_planning,TSR,76.667,32.998
35,surgical_planning,Exact_Match_P,0.667,0.471
36,tumor_biology,TSR,50.0,50.0
36,tumor_biology,Exact_Match_P,0.5,0.5
36,primary_tumor_status,TSR,100.0,0.0
36,primary_tumor_status,Exact_Match_P,1.0,0.0
36,liver_metastases,TSR,83.75,28.887
36,liver_metastases,Exact_Match_P,0.75,0.433
36,extrahepatic_disease,TSR,69.0,38.44
36,extrahepatic_disease,Exact_Match_P,0.6,0.49
36,imaging,TSR,100.0,0.0
36,imaging,Exact_Match_P,0.917,0.118
36,systemic_therapy,TSR,91.25,8.814
36,systemic_therapy,Exact_Match_P,0.625,0.415
36,surgical_planning,TSR,100.0,0.0
36,surgical_planning,Exact_Match_P,1.0,0.0
37,tumor_biology,TSR,59.5,42.67
37,tumor_biology,Exact_Match_P,0.5,0.5
37,primary_tumor_status,TSR,50.0,41.022
37,primary_tumor_status,Exact_Match_P,0.4,0.49
37,liver_metastases,TSR,70.25,39.436
37,liver_metastases,Exact_Match_P,0.625,0.484
37,extrahepatic_disease,TSR,47.8,42.621
37,extrahepatic_disease,Exact_Match_P,0.4,0.49
37,imaging,TSR,74.667,35.827
37,imaging,Exact_Match_P,0.667,0.471
37,systemic_therapy,TSR,79.25,35.94
37,systemic_therapy,Exact_Match_P,0.75,0.433
37,surgical_planning,TSR,76.667,32.998
37,surgical_planning,Exact_Match_P,0.667,0.471
38,tumor_biology,TSR,82.5,30.311
38,tumor_biology,Exact_Match_P,0.75,0.433
38,primary_tumor_status,TSR,65.2,42.621
38,primary_tumor_status,Exact_Match_P,0.6,0.49
38,liver_metastases,TSR,76.0,31.417
38,liver_metastases,Exact_Match_P,0.625,0.484
38,extrahepatic_disease,TSR,16.8,7.6
38,extrahepatic_disease,Exact_Match_P,0.0,0.0
38,imaging,TSR,100.0,0.0
38,imaging,Exact_Match_P,1.0,0.0
38,systemic_therapy,TSR,100.0,0.0
38,systemic_therapy,Exact_Match_P,1.0,0.0
38,surgical_planning,TSR,100.0,0.0
38,surgical_planning,Exact_Match_P,1.0,0.0
39,tumor_biology,TSR,75.0,43.301
39,tumor_biology,Exact_Match_P,0.75,0.433
39,primary_tumor_status,TSR,78.25,37.672
39,primary_tumor_status,Exact_Match_P,0.75,0.433
39,liver_metastases,TSR,93.5,17.197
39,liver_metastases,Exact_Match_P,0.625,0.484
39,extrahepatic_disease,TSR,30.4,34.8
39,extrahepatic_disease,Exact_Match_P,0.2,0.4
39,imaging,TSR,100.0,0.0
39,imaging,Exact_Match_P,1.0,0.0
39,systemic_therapy,TSR,96.0,6.928
39,systemic_therapy,Exact_Match_P,0.75,0.433
39,surgical_planning,TSR,33.333,47.14
39,surgical_planning,Exact_Match_P,0.333,0.471
40,tumor_biology,TSR,75.0,43.301
40,tumor_biology,Exact_Match_P,0.75,0.433
40,primary_tumor_status,TSR,100.0,0.0
40,primary_tumor_status,Exact_Match_P,1.0,0.0
40,liver_metastases,TSR,93.5,17.197
40,liver_metastases,Exact_Match_P,0.75,0.433
40,extrahepatic_disease,TSR,47.8,42.621
40,extrahepatic_disease,Exact_Match_P,0.4,0.49
40,imaging,TSR,100.0,0.0
40,imaging,Exact_Match_P,0.917,0.118
40,systemic_therapy,TSR,91.25,8.814
40,systemic_therapy,Exact_Match_P,0.625,0.415
40,surgical_planning,TSR,43.333,41.899
40,surgical_planning,Exact_Match_P,0.333,0.471
68,tumor_biology,TSR,40.75,36.561
68,tumor_biology,Exact_Match_P,0.25,0.433
68,primary_tumor_status,TSR,56.5,43.5
68,primary_tumor_status,Exact_Match_P,0.5,0.5
68,liver_metastases,TSR,82.5,30.311
68,liver_metastases,Exact_Match_P,0.75,0.433
68,extrahepatic_disease,TSR,100.0,0.0
68,extrahepatic_disease,Exact_Match_P,1.0,0.0
68,imaging,TSR,100.0,0.0
68,imaging,Exact_Match_P,0.889,0.157
68,systemic_therapy,TSR,59.0,41.006
68,systemic_therapy,Exact_Match_P,0.5,0.5
68,surgical_planning,TSR,34.0,4.32
68,surgical_planning,Exact_Match_P,0.0,0.0
72,tumor_biology,TSR,50.0,50.0
72,tumor_biology,Exact_Match_P,0.5,0.5
72,primary_tumor_status,TSR,82.2,35.6
72,primary_tumor_status,Exact_Match_P,0.8,0.4
72,liver_metastases,TSR,82.5,30.311
72,liver_metastases,Exact_Match_P,0.75,0.433
72,extrahepatic_disease,TSR,40.6,30.421
72,extrahepatic_disease,Exact_Match_P,0.2,0.4
72,imaging,TSR,100.0,0.0
