Case_N,Domain,Metric,Mean,STD
10,systemic_therapy,Exact_Match_P,0.667,0.236
10,surgical_planning,TSR,78.0,0.0
10,surgical_planning,Exact_Match_P,0.0,0.0
11,tumor_biology,TSR,66.667,47.14
11,tumor_biology,Exact_Match_P,0.667,0.471
11,primary_tumor_status,TSR,,
11,primary_tumor_status,Exact_Match_P,,
11,liver_metastases,TSR,98.333,2.887
11,liver_metastases,Exact_Match_P,0.917,0.144
11,extrahepatic_disease,TSR,,
11,extrahepatic_disease,Exact_Match_P,,
11,imaging,TSR,100.0,0.0
11,imaging,Exact_Match_P,0.667,0.0
11,systemic_therapy,TSR,97.333,3.771
11,systemic_therapy,Exact_Match_P,0.833,0.236
11,surgical_planning,TSR,37.0,0.0
11,surgical_planning,Exact_Match_P,0.0,0.0
12,tumor_biology,TSR,,
12,tumor_biology,Exact_Match_P,,
12,primary_tumor_status,TSR,,
12,primary_tumor_status,Exact_Match_P,,
12,liver_metastases,TSR,80.5,33.775
12,liver_metastases,Exact_Match_P,0.25,0.433
12,extrahepatic_disease,TSR,,
12,extrahepatic_disease,Exact_Match_P,,
12,imaging,TSR,100.0,0.0
12,imaging,Exact_Match_P,1.0,0.0
12,systemic_therapy,TSR,91.667,11.785
12,systemic_therapy,Exact_Match_P,0.833,0.236
12,surgical_planning,TSR,100.0,0.0
12,surgical_planning,Exact_Match_P,1.0,0.0
13,tumor_biology,TSR,100.0,0.0
13,tumor_biology,Exact_Match_P,1.0,0.0
13,primary_tumor_status,TSR,100.0,0.0
13,primary_tumor_status,Exact_Match_P,1.0,0.0
13,liver_metastases,TSR,53.5,46.763
13,liver_metastases,Exact_Match_P,0.5,0.5
13,extrahepatic_disease,TSR,,
13,extrahepatic_disease,Exact_Match_P,,
13,imaging,TSR,100.0,0.0
13,imaging,Exact_Match_P,1.0,0.0
13,systemic_therapy,TSR,100.0,0.0
13,systemic_therapy,Exact_Match_P,1.0,0.0
13,surgical_planning,TSR,30.0,0.0
13,surgical_planning,Exact_Match_P,0.0,0.0
14,tumor_biology,TSR,100.0,0.0
14,tumor_biology,Exact_Match_P,1.0,0.0
14,primary_tumor_status,TSR,,
14,primary_tumor_status,Exact_Match_P,,
14,liver_metastases,TSR,75.0,43.301
14,liver_metastases,Exact_Match_P,0.5,0.5
14,extrahepatic_disease,TSR,,
14,extrahepatic_disease,Exact_Match_P,,
14,imaging,TSR,,
14,imaging,Exact_Match_P,,
14,systemic_therapy,TSR,91.667,11.785
14,systemic_therapy,Exact_Match_P,0.833,0.236
14,surgical_planning,TSR,100.0,0.0
14,surgical_planning,Exact_Match_P,1.0,0.0
15,tumor_biology,TSR,100.0,0.0
15,tumor_biology,Exact_Match_P,1.0,0.0
15,primary_tumor_status,TSR,100.0,0.0
15,primary_tumor_status,Exact_Match_P,1.0,0.0
15,liver_metastases,TSR,80.5,33.775
15,liver_metastases,Exact_Match_P,0.75,0.433
15,extrahepatic_disease,TSR,,
15,extrahepatic_disease,Exact_Match_P,,
15,imaging,TSR,,
15,imaging,Exact_Match_P,,
15,systemic_therapy,TSR,92.0,8.0
15,systemic_therapy,Exact_Match_P,0.5,0.5
15,surgical_planning,TSR,44.0,0.0
15,surgical_planning,Exact_Match_P,0.0,0.0
16,tumor_biology,TSR,100.0,0.0
16,tumor_biology,Exact_Match_P,1.0,0.0
16,primary_tumor_status,TSR,,
16,primary_tumor_status,Exact_Match_P,,
16,liver_metastases,TSR,100.0,0.0
16,liver_metastases,Exact_Match_P,1.0,0.0
16,extrahepatic_disease,TSR,,
16,extrahepatic_disease,Exact_Match_P,,
16,imaging,TSR,100.0,0.0
16,imaging,Exact_Match_P,0.5,0.0
16,systemic_therapy,TSR,100.0,0.0
16,systemic_therapy,Exact_Match_P,1.0,0.0
16,surgical_planning,TSR,65.0,0.0
16,surgical_planning,Exact_Match_P,0.5,0.0
17,tumor_biology,TSR,,
17,tumor_biology,Exact_Match_P,,
17,primary_tumor_status,TSR,,
17,primary_tumor_status,Exact_Match_P,,
17,liver_metastases,TSR,100.0,0.0
17,liver_metastases,Exact_Match_P,1.0,0.0
17,extrahepatic_disease,TSR,,
17,extrahepatic_disease,Exact_Match_P,,
17,imaging,TSR,100.0,0.0
17,imaging,Exact_Match_P,0.667,0.0
17,systemic_therapy,TSR,91.833,11.549
17,systemic_therapy,Exact_Match_P,0.667,0.471
17,surgical_planning,TSR,100.0,0.0
17,surgical_planning,Exact_Match_P,1.0,0.0
18,tumor_biology,TSR,100.0,0.0
18,tumor_biology,Exact_Match_P,1.0,0.0
18,primary_tumor_status,TSR,,
18,primary_tumor_status,Exact_Match_P,,
18,liver_metastases,TSR,100.0,0.0
18,liver_metastases,Exact_Match_P,1.0,0.0
18,extrahepatic_disease,TSR,,
18,extrahepatic_disease,Exact_Match_P,,
18,imaging,TSR,100.0,0.0
18,imaging,Exact_Match_P,1.0,0.0
18,systemic_therapy,TSR,100.0,0.0
18,systemic_therapy,Exact_Match_P,1.0,0.0
18,surgical_planning,TSR,78.5,21.5
18,surgical_planning,Exact_Match_P,0.75,0.25
19,tumor_biology,TSR,100.0,0.0
19,tumor_biology,Exact_Match_P,1.0,0.0
19,primary_tumor_status,TSR,,
19,primary_tumor_status,Exact_Match_P,,
19,liver_metastases,TSR,100.0,0.0
19,liver_metastases,Exact_Match_P,1.0,0.0
19,extrahepatic_disease,TSR,,
19,extrahepatic_disease,Exact_Match_P,,
19,imaging,TSR,100.0,0.0
19,imaging,Exact_Match_P,1.0,0.0
19,systemic_therapy,TSR,100.0,0.0
19,systemic_therapy,Exact_Match_P,1.0,0.0
19,surgical_planning,TSR,53.167,3.833
19,surgical_planning,Exact_Match_P,0.417,0.083
20,tumor_biology,TSR,100.0,0.0
20,tumor_biology,Exact_Match_P,1.0,0.0
20,primary_tumor_status,TSR,,
20,primary_tumor_status,Exact_Match_P,,
20,liver_metastases,TSR,75.0,43.301
20,liver_metastases,Exact_Match_P,0.75,0.433
20,extrahepatic_disease,TSR,,
20,extrahepatic_disease,Exact_Match_P,,
20,imaging,TSR,100.0,0.0
20,imaging,Exact_Match_P,0.5,0.0
20,systemic_therapy,TSR,77.333,32.056
20,systemic_therapy,Exact_Match_P,0.667,0.471
20,surgical_planning,TSR,76.333,23.667
20,surgical_planning,Exact_Match_P,0.667,0.333
21,tumor_biology,TSR,59.5,40.5
21,tumor_biology,Exact_Match_P,0.5,0.5
21,primary_tumor_status,TSR,100.0,0.0
21,primary_tumor_status,Exact_Match_P,1.0,0.0
21,liver_metastases,TSR,100.0,0.0
21,liver_metastases,Exact_Match_P,1.0,0.0
21,extrahepatic_disease,TSR,,
21,extrahepatic_disease,Exact_Match_P,,
21,imaging,TSR,100.0,0.0
21,imaging,Exact_Match_P,1.0,0.0
21,systemic_therapy,TSR,70.667,28.535
21,systemic_therapy,Exact_Match_P,0.333,0.471
21,surgical_planning,TSR,38.5,9.5
21,surgical_planning,Exact_Match_P,0.167,0.167
22,tumor_biology,TSR,83.333,23.57
22,tumor_biology,Exact_Match_P,0.667,0.471
22,primary_tumor_status,TSR,100.0,0.0
22,primary_tumor_status,Exact_Match_P,1.0,0.0
22,liver_metastases,TSR,100.0,0.0
22,liver_metastases,Exact_Match_P,0.667,0.471
22,extrahepatic_disease,TSR,,
22,extrahepatic_disease,Exact_Match_P,,
22,imaging,TSR,100.0,0.0
22,imaging,Exact_Match_P,0.667,0.0
22,systemic_therapy,TSR,100.0,0.0
22,systemic_therapy,Exact_Match_P,1.0,0.0
22,surgical_planning,TSR,,
22,surgical_planning,Exact_Match_P,,
23,tumor_biology,TSR,100.0,0.0
23,tumor_biology,Exact_Match_P,1.0,0.0
23,primary_tumor_status,TSR,100.0,0.0
23,primary_tumor_status,Exact_Match_P,1.0,0.0
23,liver_metastases,TSR,71.333,40.541
23,liver_metastases,Exact_Match_P,0.667,0.471
23,extrahepatic_disease,TSR,,
23,extrahepatic_disease,Exact_Match_P,,
23,imaging,TSR,100.0,0.0
23,imaging,Exact_Match_P,0.5,0.0
23,systemic_therapy,TSR,100.0,0.0
23,systemic_therapy,Exact_Match_P,1.0,0.0
23,surgical_planning,TSR,100.0,0.0
23,surgical_planning,Exact_Match_P,1.0,0.0
24,tumor_biology,TSR,100.0,0.0
24,tumor_biology,Exact_Match_P,1.0,0.0
24,primary_tumor_status,TSR,100.0,0.0
24,primary_tumor_status,Exact_Match_P,1.0,0.0
24,liver_metastases,TSR,100.0,0.0
24,liver_metastases,Exact_Match_P,1.0,0.0
24,extrahepatic_disease,TSR,,
24,extrahepatic_disease,Exact_Match_P,,
24,imaging,TSR,100.0,0.0
24,imaging,Exact_Match_P,0.667,0.0
24,systemic_therapy,TSR,100.0,0.0
24,systemic_therapy,Exact_Match_P,1.0,0.0
24,surgical_planning,TSR,79.75,20.25
24,surgical_planning,Exact_Match_P,0.75,0.25
25,tumor_biology,TSR,100.0,0.0
25,tumor_biology,Exact_Match_P,1.0,0.0
25,primary_tumor_status,TSR,,
25,primary_tumor_status,Exact_Match_P,,
25,liver_metastases,TSR,100.0,0.0
25,liver_metastases,Exact_Match_P,0.5,0.5
25,extrahepatic_disease,TSR,,
25,extrahepatic_disease,Exact_Match_P,,
25,imaging,TSR,100.0,0.0
25,imaging,Exact_Match_P,1.0,0.0
25,systemic_therapy,TSR,90.333,13.671
25,systemic_therapy,Exact_Match_P,0.667,0.471
25,surgical_planning,TSR,,
25,surgical_planning,Exact_Match_P,,
26,tumor_biology,TSR,100.0,0.0
26,tumor_biology,Exact_Match_P,1.0,0.0
26,primary_tumor_status,TSR,,
26,primary_tumor_status,Exact_Match_P,,
26,liver_metastases,TSR,80.5,33.775
26,liver_metastases,Exact_Match_P,0.5,0.5
26,extrahepatic_disease,TSR,,
26,extrahepatic_disease,Exact_Match_P,,
26,imaging,TSR,100.0,0.0
26,imaging,Exact_Match_P,1.0,0.0
26,systemic_therapy,TSR,90.5,9.5
26,systemic_therapy,Exact_Match_P,0.75,0.25
26,surgical_planning,TSR,100.0,0.0
26,surgical_planning,Exact_Match_P,1.0,0.0
27,tumor_biology,TSR,,
27,tumor_biology,Exact_Match_P,,
27,primary_tumor_status,TSR,,
27,primary_tumor_status,Exact_Match_P,,
27,liver_metastases,TSR,81.0,32.909
27,liver_metastases,Exact_Match_P,0.25,0.433
27,extrahepatic_disease,TSR,,
27,extrahepatic_disease,Exact_Match_P,,
27,imaging,TSR,,
27,imaging,Exact_Match_P,,
27,systemic_therapy,TSR,100.0,0.0
27,systemic_therapy,Exact_Match_P,1.0,0.0
27,surgical_planning,TSR,100.0,0.0
27,surgical_planning,Exact_Match_P,1.0,0.0
28,tumor_biology,TSR,,
28,tumor_biology,Exact_Match_P,,
28,primary_tumor_status,TSR,,
28,primary_tumor_status,Exact_Match_P,,
28,liver_metastases,TSR,89.0,15.556
28,liver_metastases,Exact_Match_P,0.667,0.471
28,extrahepatic_disease,TSR,,
28,extrahepatic_disease,Exact_Match_P,,
28,imaging,TSR,100.0,0.0
28,imaging,Exact_Match_P,1.0,0.0
28,systemic_therapy,TSR,100.0,0.0
28,systemic_therapy,Exact_Match_P,1.0,0.0
28,surgical_planning,TSR,89.0,0.0
28,surgical_planning,Exact_Match_P,0.5,0.0
29,tumor_biology,TSR,100.0,0.0
29,tumor_biology,Exact_Match_P,1.0,0.0
29,primary_tumor_status,TSR,,
29,primary_tumor_status,Exact_Match_P,,
29,liver_metastases,TSR,100.0,0.0
29,liver_metastases,Exact_Match_P,1.0,0.0
29,extrahepatic_disease,TSR,100.0,0.0
29,extrahepatic_disease,Exact_Match_P,1.0,0.0
29,imaging,TSR,100.0,0.0
29,imaging,Exact_Match_P,1.0,0.0
29,systemic_therapy,TSR,100.0,0.0
29,systemic_therapy,Exact_Match_P,1.0,0.0
29,surgical_planning,TSR,100.0,0.0
29,surgical_planning,Exact_Match_P,1.0,0.0
30,tumor_biology,TSR,100.0,0.0
30,tumor_biology,Exact_Match_P,1.0,0.0
30,primary_tumor_status,TSR,,
30,primary_tumor_status,Exact_Match_P,,
30,liver_metastases,TSR,100.0,0.0
30,liver_metastases,Exact_Match_P,1.0,0.0
30,extrahepatic_disease,TSR,,
30,extrahepatic_disease,Exact_Match_P,,
30,imaging,TSR,100.0,0.0
30,imaging,Exact_Match_P,0.667,0.0
30,systemic_therapy,TSR,93.667,8.957
30,systemic_therapy,Exact_Match_P,0.833,0.236
30,surgical_planning,TSR,100.0,0.0
30,surgical_planning,Exact_Match_P,1.0,0.0
31,tumor_biology,TSR,100.0,0.0
31,tumor_biology,Exact_Match_P,1.0,0.0
31,primary_tumor_status,TSR,,
31,primary_tumor_status,Exact_Match_P,,
31,liver_metastases,TSR,100.0,0.0
31,liver_metastases,Exact_Match_P,0.6,0.49
31,extrahepatic_disease,TSR,,
31,extrahepatic_disease,Exact_Match_P,,
31,imaging,TSR,100.0,0.0
31,imaging,Exact_Match_P,1.0,0.0
31,systemic_therapy,TSR,100.0,0.0
31,systemic_therapy,Exact_Match_P,1.0,0.0
31,surgical_planning,TSR,100.0,0.0
31,surgical_planning,Exact_Match_P,1.0,0.0
32,tumor_biology,TSR,100.0,0.0
32,tumor_biology,Exact_Match_P,1.0,0.0
32,primary_tumor_status,TSR,,
32,primary_tumor_status,Exact_Match_P,,
32,liver_metastases,TSR,100.0,0.0
32,liver_metastases,Exact_Match_P,1.0,0.0
32,extrahepatic_disease,TSR,,
32,extrahepatic_disease,Exact_Match_P,,
32,imaging,TSR,50.0,0.0
32,imaging,Exact_Match_P,0.5,0.0
32,systemic_therapy,TSR,91.833,11.549
32,systemic_therapy,Exact_Match_P,0.667,0.471
32,surgical_planning,TSR,,
32,surgical_planning,Exact_Match_P,,
33,tumor_biology,TSR,100.0,0.0
33,tumor_biology,Exact_Match_P,0.5,0.5
33,primary_tumor_status,TSR,,
33,primary_tumor_status,Exact_Match_P,,
33,liver_metastases,TSR,100.0,0.0
33,liver_metastases,Exact_Match_P,0.667,0.471
33,extrahepatic_disease,TSR,,
33,extrahepatic_disease,Exact_Match_P,,
33,imaging,TSR,100.0,0.0
33,imaging,Exact_Match_P,1.0,0.0
33,systemic_therapy,TSR,91.833,11.549
33,systemic_therapy,Exact_Match_P,0.667,0.471
33,surgical_planning,TSR,100.0,0.0
33,surgical_planning,Exact_Match_P,1.0,0.0
34,tumor_biology,TSR,100.0,0.0
34,tumor_biology,Exact_Match_P,1.0,0.0
34,primary_tumor_status,TSR,,
34,primary_tumor_status,Exact_Match_P,,
34,liver_metastases,TSR,80.0,40.0
34,liver_metastases,Exact_Match_P,0.8,0.4
34,extrahepatic_disease,TSR,,
34,extrahepatic_disease,Exact_Match_P,,
34,imaging,TSR,100.0,0.0
34,imaging,Exact_Match_P,0.75,0.0
34,systemic_therapy,TSR,93.667,8.957
34,systemic_therapy,Exact_Match_P,0.833,0.236
34,surgical_planning,TSR,100.0,0.0
34,surgical_planning,Exact_Match_P,1.0,0.0
35,tumor_biology,TSR,100.0,0.0
35,tumor_biology,Exact_Match_P,1.0,0.0
35,primary_tumor_status,TSR,,
35,primary_tumor_status,Exact_Match_P,,
35,liver_metastases,TSR,81.75,31.61
35,liver_metastases,Exact_Match_P,0.75,0.433
35,extrahepatic_disease,TSR,,
35,extrahepatic_disease,Exact_Match_P,,
35,imaging,TSR,72.333,0.0
35,imaging,Exact_Match_P,0.667,0.0
35,systemic_therapy,TSR,94.667,7.542
35,systemic_therapy,Exact_Match_P,0.667,0.471
35,surgical_planning,TSR,100.0,0.0
35,surgical_planning,Exact_Match_P,1.0,0.0
36,tumor_biology,TSR,100.0,0.0
36,tumor_biology,Exact_Match_P,1.0,0.0
36,primary_tumor_status,TSR,,
36,primary_tumor_status,Exact_Match_P,,
36,liver_metastases,TSR,80.5,33.775
36,liver_metastases,Exact_Match_P,0.75,0.433
36,extrahepatic_disease,TSR,,
36,extrahepatic_disease,Exact_Match_P,,
36,imaging,TSR,79.25,0.0
36,imaging,Exact_Match_P,0.75,0.0
36,systemic_therapy,TSR,93.667,8.957
36,systemic_therapy,Exact_Match_P,0.833,0.236
36,surgical_planning,TSR,100.0,0.0
36,surgical_planning,Exact_Match_P,1.0,0.0
37,tumor_biology,TSR,,
37,tumor_biology,Exact_Match_P,,
37,primary_tumor_status,TSR,,
37,primary_tumor_status,Exact_Match_P,,
37,liver_metastases,TSR,100.0,0.0
37,liver_metastases,Exact_Match_P,1.0,0.0
37,extrahepatic_disease,TSR,,
37,extrahepatic_disease,Exact_Match_P,,
37,imaging,TSR,,
37,imaging,Exact_Match_P,,
37,systemic_therapy,TSR,100.0,0.0
37,systemic_therapy,Exact_Match_P,1.0,0.0
37,surgical_planning,TSR,100.0,0.0
37,surgical_planning,Exact_Match_P,1.0,0.0
38,tumor_biology,TSR,100.0,0.0
38,tumor_biology,Exact_Match_P,1.0,0.0
38,primary_tumor_status,TSR,,
38,primary_tumor_status,Exact_Match_P,,
38,liver_metastases,TSR,100.0,0.0
38,liver_metastases,Exact_Match_P,0.667,0.471
38,extrahepatic_disease,TSR,,
38,extrahepatic_disease,Exact_Match_P,,
38,imaging,TSR,,
38,imaging,Exact_Match_P,,
38,systemic_therapy,TSR,93.667,8.957
38,systemic_therapy,Exact_Match_P,0.833,0.236
38,surgical_planning,TSR,,
38,surgical_planning,Exact_Match_P,,
39,tumor_biology,TSR,,
39,tumor_biology,Exact_Match_P,,
39,primary_tumor_status,TSR,,
39,primary_tumor_status,Exact_Match_P,,
39,liver_metastases,TSR,100.0,0.0
39,liver_metastases,Exact_Match_P,0.5,0.5
39,extrahepatic_disease,TSR,,
39,extrahepatic_disease,Exact_Match_P,,
39,imaging,TSR,100.0,0.0
39,imaging,Exact_Match_P,1.0,0.0
39,systemic_therapy,TSR,100.0,0.0
39,systemic_therapy,Exact_Match_P,1.0,0.0
39,surgical_planning,TSR,100.0,0.0
39,surgical_planning,Exact_Match_P,1.0,0.0
40,tumor_biology,TSR,100.0,0.0
40,tumor_biology,Exact_Match_P,1.0,0.0
40,primary_tumor_status,TSR,,
40,primary_tumor_status,Exact_Match_P,,
40,liver_metastases,TSR,100.0,0.0
40,liver_metastases,Exact_Match_P,0.75,0.433
40,extrahepatic_disease,TSR,,
40,extrahepatic_disease,Exact_Match_P,,
40,imaging,TSR,79.25,0.0
40,imaging,Exact_Match_P,0.5,0.0
40,systemic_therapy,TSR,93.667,8.957
40,systemic_therapy,Exact_Match_P,0.833,0.236
40,surgical_planning,TSR,100.0,0.0
40,surgical_planning,Exact_Match_P,1.0,0.0
68,tumor_biology,TSR,,
68,tumor_biology,Exact_Match_P,,
68,primary_tumor_status,TSR,,
68,primary_tumor_status,Exact_Match_P,,
68,liver_metastases,TSR,100.0,0.0
68,liver_metastases,Exact_Match_P,1.0,0.0
68,extrahepatic_disease,TSR,100.0,0.0
68,extrahepatic_disease,Exact_Match_P,1.0,0.0
68,imaging,TSR,100.0,0.0
68,imaging,Exact_Match_P,0.667,0.0
68,systemic_therapy,TSR,,
68,systemic_therapy,Exact_Match_P,,
68,surgical_planning,TSR,,
68,surgical_planning,Exact_Match_P,,
72,tumor_biology,TSR,,
72,tumor_biology,Exact_Match_P,,
72,primary_tumor_status,TSR,,
72,primary_tumor_status,Exact_Match_P,,
72,liver_metastases,TSR,100.0,0.0
72,liver_metastases,Exact_Match_P,1.0,0.0
72,extrahepatic_disease,TSR,100.0,0.0
72,extrahepatic_disease,Exact_Match_P,1.0,0.0
72,imaging,TSR,100.0,0.0
72,imaging,Exact_Match_P,1.0,0.0
72,systemic_therapy,TSR,100.0,0.0
72,systemic_therapy,Exact_Match_P,1.0,0.0
72,surgical_planning,TSR,100.0,0.0
72,surgical_planning,Exact_Match_P,1.0,0.0
73,tumor_biology,TSR,100.0,0.0
73,tumor_biology,Exact_Match_P,1.0,0.0
73,primary_tumor_status,TSR,,
73,primary_tumor_status,Exact_Match_P,,
73,liver_metastases,TSR,100.0,0.0
73,liver_metastases,Exact_Match_P,1.0,0.0
73,extrahepatic_disease,TSR,100.0,0.0
73,extrahepatic_disease,Exact_Match_P,1.0,0.0
73,imaging,TSR,100.0,0.0
73,imaging,Exact_Match_P,1.0,0.0
73,systemic_therapy,TSR,90.5,9.5
73,systemic_therapy,Exact_Match_P,0.75,0.25
73,surgical_planning,TSR,,
73,surgical_planning,Exact_Match_P,,
75,tumor_biology,TSR,,
75,tumor_biology,Exact_Match_P,,
75,primary_tumor_status,TSR,,
75,primary_tumor_status,Exact_Match_P,,
75,liver_metastases,TSR,100.0,0.0
75,liver_metastases,Exact_Match_P,1.0,0.0
75,extrahepatic_disease,TSR,100.0,0.0
75,extrahepatic_disease,Exact_Match_P,1.0,0.0
75,imaging,TSR,100.0,0.0
75,imaging,Exact_Match_P,1.0,0.0
75,systemic_therapy,TSR,68.833,34.337
75,systemic_therapy,Exact_Match_P,0.5,0.408
75,surgical_planning,TSR,,
75,surgical_planning,Exact_Match_P,,
