Case_N;Label;Metric;Value
5;Biomarker_Result;TSR;0.0
5;Biomarker_Result;Levenshtein;0.0
5;Biomarker_Result;Exact_Match_P;0.0
5;Cancer_Surgery;TSR;0.0
5;Cancer_Surgery;Levenshtein;0.0
5;Cancer_Surgery;Exact_Match_P;0.0
5;Grade;TSR;100.0
5;Grade;Levenshtein;1.0
5;Grade;Exact_Match_P;1.0
5;Histological_Type;TSR;100.0
5;Histological_Type;Levenshtein;1.0
5;Histological_Type;Exact_Match_P;1.0
5;Imaging_Test;TSR;100.0
5;Imaging_Test;Levenshtein;0.33333333333333337
5;Imaging_Test;Exact_Match_P;0.0
5;Invasion;TSR;0.0
5;Invasion;Levenshtein;0.0
5;Invasion;Exact_Match_P;0.0
5;Metastasis;TSR;100.0
5;Metastasis;Levenshtein;1.0
5;Metastasis;Exact_Match_P;1.0
5;Oncogene;TSR;100.0
5;Oncogene;Levenshtein;1.0
5;Oncogene;Exact_Match_P;1.0
5;Response_To_Treatment;TSR;0.0
5;Response_To_Treatment;Levenshtein;0.0
5;Response_To_Treatment;Exact_Match_P;0.0
5;Staging;TSR;0.0
5;Staging;Levenshtein;0.0
5;Staging;Exact_Match_P;0.0
5;Therapy;TSR;0.0
5;Therapy;Levenshtein;0.0
5;Therapy;Exact_Match_P;0.0
5;Tumor_Finding;TSR;60.0
5;Tumor_Finding;Levenshtein;0.1923076923076923
5;Tumor_Finding;Exact_Match_P;0.0
5;Tumor_Size;TSR;100.0
5;Tumor_Size;Levenshtein;1.0
5;Tumor_Size;Exact_Match_P;1.0
6;Biomarker;TSR;0.0
6;Biomarker;Levenshtein;0.0
6;Biomarker;Exact_Match_P;0.0
6;Biomarker_Result;TSR;0.0
6;Biomarker_Result;Levenshtein;0.0
6;Biomarker_Result;Exact_Match_P;0.0
6;Cancer_Surgery;TSR;42.0
6;Cancer_Surgery;Levenshtein;0.25
6;Cancer_Surgery;Exact_Match_P;0.0
6;Grade;TSR;100.0
6;Grade;Levenshtein;1.0
6;Grade;Exact_Match_P;1.0
6;Histological_Type;TSR;100.0
6;Histological_Type;Levenshtein;1.0
6;Histological_Type;Exact_Match_P;1.0
6;Imaging_Test;TSR;100.0
6;Imaging_Test;Levenshtein;1.0
6;Imaging_Test;Exact_Match_P;1.0
6;Invasion;TSR;0.0
6;Invasion;Levenshtein;0.0
6;Invasion;Exact_Match_P;0.0
6;Metastasis;TSR;0.0
6;Metastasis;Levenshtein;0.0
6;Metastasis;Exact_Match_P;0.0
6;Oncogene;TSR;100.0
6;Oncogene;Levenshtein;1.0
6;Oncogene;Exact_Match_P;1.0
6;Response_To_Treatment;TSR;0.0
6;Response_To_Treatment;Levenshtein;0.0
6;Response_To_Treatment;Exact_Match_P;0.0
6;Staging;TSR;0.0
6;Staging;Levenshtein;0.0
6;Staging;Exact_Match_P;0.0
6;Therapy;TSR;0.0
6;Therapy;Levenshtein;0.0
6;Therapy;Exact_Match_P;0.0
6;Tumor_Finding;TSR;100.0
6;Tumor_Finding;Levenshtein;0.3076923076923077
6;Tumor_Finding;Exact_Match_P;0.0
6;Tumor_Size;TSR;100.0
6;Tumor_Size;Levenshtein;1.0
6;Tumor_Size;Exact_Match_P;1.0
7;Biomarker;TSR;0.0
7;Biomarker;Levenshtein;0.0
7;Biomarker;Exact_Match_P;0.0
7;Biomarker_Result;TSR;0.0
7;Biomarker_Result;Levenshtein;0.0
7;Biomarker_Result;Exact_Match_P;0.0
7;Cancer_Surgery;TSR;0.0
7;Cancer_Surgery;Levenshtein;0.0
7;Cancer_Surgery;Exact_Match_P;0.0
7;Grade;TSR;0.0
7;Grade;Levenshtein;0.0
7;Grade;Exact_Match_P;0.0
7;Histological_Type;TSR;0.0
7;Histological_Type;Levenshtein;0.0
7;Histological_Type;Exact_Match_P;0.0
7;Imaging_Test;TSR;100.0
7;Imaging_Test;Levenshtein;1.0
7;Imaging_Test;Exact_Match_P;1.0
7;Invasion;TSR;100.0
7;Invasion;Levenshtein;1.0
7;Invasion;Exact_Match_P;1.0
7;Metastasis;TSR;0.0
7;Metastasis;Levenshtein;0.0
7;Metastasis;Exact_Match_P;0.0
7;Oncogene;TSR;0.0
7;Oncogene;Levenshtein;0.0
7;Oncogene;Exact_Match_P;0.0
7;Response_To_Treatment;TSR;62.5
7;Response_To_Treatment;Levenshtein;0.4375
7;Response_To_Treatment;Exact_Match_P;0.0
7;Staging;TSR;0.0
7;Staging;Levenshtein;0.0
7;Staging;Exact_Match_P;0.0
7;Therapy;TSR;89.0
7;Therapy;Levenshtein;0.8214285714285714
7;Therapy;Exact_Match_P;0.5
7;Tumor_Finding;TSR;62.0
7;Tumor_Finding;Levenshtein;0.5833333333333333
7;Tumor_Finding;Exact_Match_P;0.5
7;Tumor_Size;TSR;100.0
7;Tumor_Size;Levenshtein;1.0
7;Tumor_Size;Exact_Match_P;1.0
8;Biomarker;TSR;100.0
8;Biomarker;Levenshtein;1.0
8;Biomarker;Exact_Match_P;1.0
8;Biomarker_Result;TSR;0.0
8;Biomarker_Result;Levenshtein;0.0
8;Biomarker_Result;Exact_Match_P;0.0
8;Cancer_Surgery;TSR;0.0
8;Cancer_Surgery;Levenshtein;0.0
8;Cancer_Surgery;Exact_Match_P;0.0
8;Grade;TSR;100.0
8;Grade;Levenshtein;1.0
8;Grade;Exact_Match_P;1.0
8;Histological_Type;TSR;100.0
8;Histological_Type;Levenshtein;1.0
8;Histological_Type;Exact_Match_P;1.0
8;Imaging_Test;TSR;100.0
8;Imaging_Test;Levenshtein;0.6006944444444444
8;Imaging_Test;Exact_Match_P;0.0
8;Invasion;TSR;30.0
8;Invasion;Levenshtein;0.09090909090909094
8;Invasion;Exact_Match_P;0.0
8;Metastasis;TSR;90.0
8;Metastasis;Levenshtein;0.9
8;Metastasis;Exact_Match_P;0.0
8;Oncogene;TSR;0.0
8;Oncogene;Levenshtein;0.0
8;Oncogene;Exact_Match_P;0.0
8;Response_To_Treatment;TSR;0.0
8;Response_To_Treatment;Levenshtein;0.0
8;Response_To_Treatment;Exact_Match_P;0.0
8;Staging;TSR;0.0
8;Staging;Levenshtein;0.0
8;Staging;Exact_Match_P;0.0
8;Therapy;TSR;57.0
8;Therapy;Levenshtein;0.5
8;Therapy;Exact_Match_P;0.0
8;Tumor_Finding;TSR;100.0
8;Tumor_Finding;Levenshtein;0.5769230769230769
8;Tumor_Finding;Exact_Match_P;0.0
8;Tumor_Size;TSR;0.0
8;Tumor_Size;Levenshtein;0.0
8;Tumor_Size;Exact_Match_P;0.0
9;Biomarker;TSR;0.0
9;Biomarker;Levenshtein;0.0
9;Biomarker;Exact_Match_P;0.0
9;Biomarker_Result;TSR;0.0
9;Biomarker_Result;Levenshtein;0.0
9;Biomarker_Result;Exact_Match_P;0.0
9;Cancer_Surgery;TSR;0.0
9;Cancer_Surgery;Levenshtein;0.0
9;Cancer_Surgery;Exact_Match_P;0.0
9;Grade;TSR;100.0
9;Grade;Levenshtein;1.0
9;Grade;Exact_Match_P;1.0
9;Histological_Type;TSR;100.0
9;Histological_Type;Levenshtein;1.0
9;Histological_Type;Exact_Match_P;1.0
9;Imaging_Test;TSR;63.0
9;Imaging_Test;Levenshtein;0.0
9;Imaging_Test;Exact_Match_P;0.0
9;Invasion;TSR;100.0
9;Invasion;Levenshtein;1.0
9;Invasion;Exact_Match_P;1.0
9;Metastasis;TSR;90.0
9;Metastasis;Levenshtein;0.9
9;Metastasis;Exact_Match_P;0.0
9;Oncogene;TSR;100.0
9;Oncogene;Levenshtein;1.0
9;Oncogene;Exact_Match_P;1.0
9;Response_To_Treatment;TSR;0.0
9;Response_To_Treatment;Levenshtein;0.0
9;Response_To_Treatment;Exact_Match_P;0.0
9;Staging;TSR;0.0
9;Staging;Levenshtein;0.0
9;Staging;Exact_Match_P;0.0
9;Therapy;TSR;45.0
9;Therapy;Levenshtein;0.33333333333333337
9;Therapy;Exact_Match_P;0.0
9;Tumor_Finding;TSR;0.0
9;Tumor_Finding;Levenshtein;0.0
9;Tumor_Finding;Exact_Match_P;0.0
9;Tumor_Size;TSR;100.0
9;Tumor_Size;Levenshtein;1.0
9;Tumor_Size;Exact_Match_P;1.0
10;Biomarker;TSR;0.0
10;Biomarker;Levenshtein;0.0
10;Biomarker;Exact_Match_P;0.0
10;Biomarker_Result;TSR;0.0
10;Biomarker_Result;Levenshtein;0.0
10;Biomarker_Result;Exact_Match_P;0.0
10;Cancer_Surgery;TSR;0.0
10;Cancer_Surgery;Levenshtein;0.0
10;Cancer_Surgery;Exact_Match_P;0.0
10;Grade;TSR;100.0
10;Grade;Levenshtein;1.0
10;Grade;Exact_Match_P;1.0
10;Histological_Type;TSR;100.0
10;Histological_Type;Levenshtein;1.0
10;Histological_Type;Exact_Match_P;1.0
10;Imaging_Test;TSR;70.0
10;Imaging_Test;Levenshtein;0.2692307692307692
10;Imaging_Test;Exact_Match_P;0.0
10;Invasion;TSR;0.0
10;Invasion;Levenshtein;0.0
10;Invasion;Exact_Match_P;0.0
10;Metastasis;TSR;0.0
10;Metastasis;Levenshtein;0.0
10;Metastasis;Exact_Match_P;0.0
10;Oncogene;TSR;0.0
10;Oncogene;Levenshtein;0.0
10;Oncogene;Exact_Match_P;0.0
10;Response_To_Treatment;TSR;0.0
10;Response_To_Treatment;Levenshtein;0.0
10;Response_To_Treatment;Exact_Match_P;0.0
10;Staging;TSR;0.0
10;Staging;Levenshtein;0.0
10;Staging;Exact_Match_P;0.0
10;Therapy;TSR;0.0
10;Therapy;Levenshtein;0.0
10;Therapy;Exact_Match_P;0.0
10;Tumor_Finding;TSR;100.0
10;Tumor_Finding;Levenshtein;0.717948717948718
10;Tumor_Finding;Exact_Match_P;0.3333333333333333
10;Tumor_Size;TSR;0.0
10;Tumor_Size;Levenshtein;0.0
10;Tumor_Size;Exact_Match_P;0.0
11;Biomarker;TSR;20.0
11;Biomarker;Levenshtein;0.0
11;Biomarker;Exact_Match_P;0.0
11;Biomarker_Result;TSR;100.0
11;Biomarker_Result;Levenshtein;1.0
11;Biomarker_Result;Exact_Match_P;1.0
11;Cancer_Surgery;TSR;56.0
11;Cancer_Surgery;Levenshtein;0.46875
11;Cancer_Surgery;Exact_Match_P;0.0
11;Grade;TSR;100.0
11;Grade;Levenshtein;1.0
11;Grade;Exact_Match_P;1.0
11;Histological_Type;TSR;100.0
11;Histological_Type;Levenshtein;1.0
11;Histological_Type;Exact_Match_P;1.0
11;Imaging_Test;TSR;0.0
11;Imaging_Test;Levenshtein;0.0
11;Imaging_Test;Exact_Match_P;0.0
11;Invasion;TSR;0.0
11;Invasion;Levenshtein;0.0
11;Invasion;Exact_Match_P;0.0
11;Metastasis;TSR;90.0
11;Metastasis;Levenshtein;0.9
11;Metastasis;Exact_Match_P;0.0
11;Oncogene;TSR;100.0
11;Oncogene;Levenshtein;1.0
11;Oncogene;Exact_Match_P;1.0
11;Response_To_Treatment;TSR;0.0
11;Response_To_Treatment;Levenshtein;0.0
11;Response_To_Treatment;Exact_Match_P;0.0
11;Staging;TSR;0.0
11;Staging;Levenshtein;0.0
11;Staging;Exact_Match_P;0.0
11;Therapy;TSR;67.0
11;Therapy;Levenshtein;0.5
11;Therapy;Exact_Match_P;0.0
11;Tumor_Finding;TSR;18.0
11;Tumor_Finding;Levenshtein;0.16666666666666663
11;Tumor_Finding;Exact_Match_P;0.0
11;Tumor_Size;TSR;100.0
11;Tumor_Size;Levenshtein;1.0
11;Tumor_Size;Exact_Match_P;1.0
12;Biomarker;TSR;20.0
12;Biomarker;Levenshtein;0.0
12;Biomarker;Exact_Match_P;0.0
12;Biomarker_Result;TSR;100.0
12;Biomarker_Result;Levenshtein;1.0
12;Biomarker_Result;Exact_Match_P;1.0
12;Cancer_Surgery;TSR;0.0
12;Cancer_Surgery;Levenshtein;0.0
12;Cancer_Surgery;Exact_Match_P;0.0
12;Grade;TSR;100.0
12;Grade;Levenshtein;1.0
12;Grade;Exact_Match_P;1.0
12;Histological_Type;TSR;100.0
12;Histological_Type;Levenshtein;1.0
12;Histological_Type;Exact_Match_P;1.0
12;Imaging_Test;TSR;100.0
12;Imaging_Test;Levenshtein;0.8888888888888888
12;Imaging_Test;Exact_Match_P;0.0
12;Invasion;TSR;0.0
12;Invasion;Levenshtein;0.0
12;Invasion;Exact_Match_P;0.0
12;Metastasis;TSR;90.0
12;Metastasis;Levenshtein;0.9
12;Metastasis;Exact_Match_P;0.0
12;Oncogene;TSR;100.0
12;Oncogene;Levenshtein;1.0
12;Oncogene;Exact_Match_P;1.0
12;Response_To_Treatment;TSR;0.0
12;Response_To_Treatment;Levenshtein;0.0
12;Response_To_Treatment;Exact_Match_P;0.0
12;Staging;TSR;30.0
12;Staging;Levenshtein;0.05882352941176472
12;Staging;Exact_Match_P;0.0
12;Therapy;TSR;0.0
12;Therapy;Levenshtein;0.0
12;Therapy;Exact_Match_P;0.0
12;Tumor_Finding;TSR;100.0
12;Tumor_Finding;Levenshtein;1.0
12;Tumor_Finding;Exact_Match_P;1.0
12;Tumor_Size;TSR;0.0
12;Tumor_Size;Levenshtein;0.0
12;Tumor_Size;Exact_Match_P;0.0
13;Biomarker;TSR;20.0
13;Biomarker;Levenshtein;0.0
13;Biomarker;Exact_Match_P;0.0
13;Biomarker_Result;TSR;0.0
13;Biomarker_Result;Levenshtein;0.0
13;Biomarker_Result;Exact_Match_P;0.0
13;Cancer_Surgery;TSR;50.0
13;Cancer_Surgery;Levenshtein;0.36363636363636365
13;Cancer_Surgery;Exact_Match_P;0.0
13;Grade;TSR;100.0
13;Grade;Levenshtein;1.0
13;Grade;Exact_Match_P;1.0
13;Histological_Type;TSR;100.0
13;Histological_Type;Levenshtein;1.0
13;Histological_Type;Exact_Match_P;1.0
13;Imaging_Test;TSR;16.0
13;Imaging_Test;Levenshtein;0.0
13;Imaging_Test;Exact_Match_P;0.0
13;Invasion;TSR;100.0
13;Invasion;Levenshtein;1.0
13;Invasion;Exact_Match_P;1.0
13;Metastasis;TSR;90.0
13;Metastasis;Levenshtein;0.9
13;Metastasis;Exact_Match_P;0.0
13;Oncogene;TSR;100.0
13;Oncogene;Levenshtein;1.0
13;Oncogene;Exact_Match_P;1.0
13;Response_To_Treatment;TSR;0.0
13;Response_To_Treatment;Levenshtein;0.0
13;Response_To_Treatment;Exact_Match_P;0.0
13;Staging;TSR;100.0
13;Staging;Levenshtein;1.0
13;Staging;Exact_Match_P;1.0
13;Therapy;TSR;0.0
13;Therapy;Levenshtein;0.0
13;Therapy;Exact_Match_P;0.0
13;Tumor_Finding;TSR;100.0
13;Tumor_Finding;Levenshtein;0.5641025641025641
13;Tumor_Finding;Exact_Match_P;0.3333333333333333
13;Tumor_Size;TSR;100.0
13;Tumor_Size;Levenshtein;1.0
13;Tumor_Size;Exact_Match_P;1.0
14;Biomarker;TSR;0.0
14;Biomarker;Levenshtein;0.0
14;Biomarker;Exact_Match_P;0.0
14;Biomarker_Result;TSR;100.0
14;Biomarker_Result;Levenshtein;1.0
14;Biomarker_Result;Exact_Match_P;1.0
14;Cancer_Surgery;TSR;0.0
14;Cancer_Surgery;Levenshtein;0.0
14;Cancer_Surgery;Exact_Match_P;0.0
14;Grade;TSR;100.0
14;Grade;Levenshtein;1.0
14;Grade;Exact_Match_P;1.0
14;Histological_Type;TSR;100.0
14;Histological_Type;Levenshtein;1.0
14;Histological_Type;Exact_Match_P;1.0
14;Imaging_Test;TSR;62.0
14;Imaging_Test;Levenshtein;0.21180555555555558
14;Imaging_Test;Exact_Match_P;0.0
14;Invasion;TSR;59.0
14;Invasion;Levenshtein;0.4444444444444444
14;Invasion;Exact_Match_P;0.0
14;Metastasis;TSR;90.0
14;Metastasis;Levenshtein;0.9
14;Metastasis;Exact_Match_P;0.0
14;Oncogene;TSR;0.0
14;Oncogene;Levenshtein;0.0
14;Oncogene;Exact_Match_P;0.0
14;Response_To_Treatment;TSR;0.0
14;Response_To_Treatment;Levenshtein;0.0
14;Response_To_Treatment;Exact_Match_P;0.0
14;Staging;TSR;100.0
14;Staging;Levenshtein;1.0
14;Staging;Exact_Match_P;1.0
14;Therapy;TSR;100.0
14;Therapy;Levenshtein;0.5517241379310345
14;Therapy;Exact_Match_P;0.0
14;Tumor_Finding;TSR;57.5
14;Tumor_Finding;Levenshtein;0.5
14;Tumor_Finding;Exact_Match_P;0.0
14;Tumor_Size;TSR;100.0
14;Tumor_Size;Levenshtein;1.0
14;Tumor_Size;Exact_Match_P;1.0
15;Biomarker;TSR;100.0
15;Biomarker;Levenshtein;1.0
15;Biomarker;Exact_Match_P;1.0
15;Biomarker_Result;TSR;0.0
15;Biomarker_Result;Levenshtein;0.0
15;Biomarker_Result;Exact_Match_P;0.0
15;Cancer_Surgery;TSR;0.0
15;Cancer_Surgery;Levenshtein;0.0
15;Cancer_Surgery;Exact_Match_P;0.0
15;Grade;TSR;100.0
15;Grade;Levenshtein;1.0
15;Grade;Exact_Match_P;1.0
15;Histological_Type;TSR;100.0
15;Histological_Type;Levenshtein;1.0
15;Histological_Type;Exact_Match_P;1.0
15;Imaging_Test;TSR;100.0
15;Imaging_Test;Levenshtein;0.8888888888888888
15;Imaging_Test;Exact_Match_P;0.0
15;Invasion;TSR;0.0
15;Invasion;Levenshtein;0.0
15;Invasion;Exact_Match_P;0.0
15;Metastasis;TSR;100.0
15;Metastasis;Levenshtein;1.0
15;Metastasis;Exact_Match_P;1.0
15;Oncogene;TSR;0.0
15;Oncogene;Levenshtein;0.0
15;Oncogene;Exact_Match_P;0.0
15;Response_To_Treatment;TSR;0.0
15;Response_To_Treatment;Levenshtein;0.0
15;Response_To_Treatment;Exact_Match_P;0.0
15;Staging;TSR;100.0
15;Staging;Levenshtein;1.0
15;Staging;Exact_Match_P;1.0
15;Therapy;TSR;57.5
15;Therapy;Levenshtein;0.4125
15;Therapy;Exact_Match_P;0.0
15;Tumor_Finding;TSR;88.0
15;Tumor_Finding;Levenshtein;0.6260683760683761
15;Tumor_Finding;Exact_Match_P;0.3333333333333333
15;Tumor_Size;TSR;0.0
15;Tumor_Size;Levenshtein;0.0
15;Tumor_Size;Exact_Match_P;0.0
16;Biomarker;TSR;20.0
16;Biomarker;Levenshtein;0.0
16;Biomarker;Exact_Match_P;0.0
16;Biomarker_Result;TSR;100.0
16;Biomarker_Result;Levenshtein;1.0
16;Biomarker_Result;Exact_Match_P;1.0
16;Cancer_Surgery;TSR;50.0
16;Cancer_Surgery;Levenshtein;0.38888888888888884
16;Cancer_Surgery;Exact_Match_P;0.0
16;Grade;TSR;100.0
16;Grade;Levenshtein;1.0
16;Grade;Exact_Match_P;1.0
16;Histological_Type;TSR;100.0
16;Histological_Type;Levenshtein;1.0
16;Histological_Type;Exact_Match_P;1.0
16;Imaging_Test;TSR;100.0
16;Imaging_Test;Levenshtein;0.38095238095238093
16;Imaging_Test;Exact_Match_P;0.0
16;Invasion;TSR;76.5
16;Invasion;Levenshtein;0.6818181818181819
16;Invasion;Exact_Match_P;0.5
16;Metastasis;TSR;90.0
16;Metastasis;Levenshtein;0.9
16;Metastasis;Exact_Match_P;0.0
16;Oncogene;TSR;100.0
16;Oncogene;Levenshtein;1.0
16;Oncogene;Exact_Match_P;1.0
16;Response_To_Treatment;TSR;0.0
16;Response_To_Treatment;Levenshtein;0.0
16;Response_To_Treatment;Exact_Match_P;0.0
16;Staging;TSR;7.333333333333333
16;Staging;Levenshtein;0.0
16;Staging;Exact_Match_P;0.0
16;Therapy;TSR;19.0
16;Therapy;Levenshtein;0.0625
16;Therapy;Exact_Match_P;0.0
16;Tumor_Finding;TSR;81.33333333333333
16;Tumor_Finding;Levenshtein;0.7136752136752137
16;Tumor_Finding;Exact_Match_P;0.3333333333333333
16;Tumor_Size;TSR;100.0
16;Tumor_Size;Levenshtein;1.0
16;Tumor_Size;Exact_Match_P;1.0
17;Biomarker;TSR;26.5
17;Biomarker;Levenshtein;0.16666666666666669
17;Biomarker;Exact_Match_P;0.0
17;Biomarker_Result;TSR;100.0
17;Biomarker_Result;Levenshtein;1.0
17;Biomarker_Result;Exact_Match_P;1.0
17;Cancer_Surgery;TSR;0.0
17;Cancer_Surgery;Levenshtein;0.0
17;Cancer_Surgery;Exact_Match_P;0.0
17;Grade;TSR;100.0
17;Grade;Levenshtein;1.0
17;Grade;Exact_Match_P;1.0
17;Histological_Type;TSR;100.0
17;Histological_Type;Levenshtein;1.0
17;Histological_Type;Exact_Match_P;1.0
17;Imaging_Test;TSR;0.0
17;Imaging_Test;Levenshtein;0.0
17;Imaging_Test;Exact_Match_P;0.0
17;Invasion;TSR;100.0
17;Invasion;Levenshtein;1.0
17;Invasion;Exact_Match_P;1.0
17;Metastasis;TSR;90.0
17;Metastasis;Levenshtein;0.9
17;Metastasis;Exact_Match_P;0.0
17;Oncogene;TSR;100.0
17;Oncogene;Levenshtein;1.0
17;Oncogene;Exact_Match_P;1.0
17;Response_To_Treatment;TSR;0.0
17;Response_To_Treatment;Levenshtein;0.0
